"Druck  Pressure  PN";"Rohr A.D.  Tube O.D.  D1";"Gewinde  Thread  G";"Ca. Maﬂe  Approx. Dimensions  L1";"Ca. Maﬂe  Approx. Dimensions  L2";"Ca. Maﬂe  Approx. Dimensions  L3";"Ca. Maﬂe  Approx. Dimensions  i";"Ca. Maﬂe  Approx. Dimensions  SW2";"Ca. Maﬂe  Approx. Dimensions  SW3";"Art.-Nr.";"Brutto preis";"Serie";"ID"
"315 ";"6 ";"R 1/8'' keg ";"27,0 ";"12,0 ";"20,0 ";"8 ";"12 ";"14 ";"WE-L-06-R 1/8''-k ";"10,99 ";"L ";"5010 "
"315 ";"6 ";"R 1/4'' keg ";"27,0 ";"12,0 ";"26,0 ";"12 ";"12 ";"14 ";"WE-L-06-R 1/4''-k ";"14,01 ";"L ";"5011 "
"315 ";"6 ";"R 3/8'' keg ";"30,0 ";"15,0 ";"27,0 ";"12 ";"14 ";"14 ";"WE-L-06-R 3/8''-k ";"17,54 ";"L ";"5012 "
"315 ";"6 ";"R 1/2'' keg ";"30,5 ";"15,5 ";"30,0 ";"14 ";"17 ";"14 ";"WE-L-06-R 1/2''-k ";"23,78 ";"L ";"5013 "
"315 ";"8 ";"R 1/8'' keg ";"29,0 ";"14,0 ";"26,0 ";"8 ";"12 ";"17 ";"WE-L-08-R 1/8''-k ";"17,57 ";"L ";"5014 "
"315 ";"8 ";"R 1/4'' keg ";"29,0 ";"14,0 ";"26,0 ";"12 ";"12 ";"17 ";"WE-L-08-R 1/4''-k ";"13,81 ";"L ";"5015 "
"315 ";"8 ";"R 3/8'' keg ";"32,0 ";"15,0 ";"28,0 ";"12 ";"14 ";"17 ";"WE-L-08-R 3/8''-k ";"16,62 ";"L ";"5016 "
"315 ";"8 ";"R 1/2'' keg ";"34,5 ";"19,5 ";"30,0 ";"14 ";"17 ";"17 ";"WE-L-08-R 1/2''-k ";"23,83 ";"L ";"5017 "
"315 ";"10 ";"R 1/8'' keg ";"31,5 ";"15,0 ";"27,0 ";"8 ";"14 ";"19 ";"WE-L-10-R 1/8''-k ";"18,1 ";"L ";"5018 "
"315 ";"10 ";"R 1/4'' keg ";"30,0 ";"15,0 ";"27,0 ";"12 ";"14 ";"19 ";"WE-L-10-R 1/4''-k ";"15,13 ";"L ";"5019 "
"315 ";"10 ";"R 3/8'' keg ";"30,0 ";"15,0 ";"28,0 ";"12 ";"14 ";"19 ";"WE-L-10-R 3/8''-k ";"17,87 ";"L ";"5020 "
"315 ";"10 ";"R 1/2'' keg ";"37,0 ";"21,0 ";"33,0 ";"14 ";"17 ";"19 ";"WE-L-10-R 1/2''-k ";"24,08 ";"L ";"5021 "
"315 ";"12 ";"R 1/8'' keg ";"32,0 ";"17,5 ";"27,0 ";"8 ";"17 ";"22 ";"WE-L-12-R 1/8''-k ";"18,3 ";"L ";"5022 "
"315 ";"12 ";"R 1/4'' keg ";"32,0 ";"17,5 ";"27,0 ";"12 ";"17 ";"22 ";"WE-L-12-R 1/4''-k ";"17,49 ";"L ";"5023 "
"315 ";"12 ";"R 3/8'' keg ";"32,0 ";"17,5 ";"28,0 ";"12 ";"17 ";"22 ";"WE-L-12-R 3/8''-k ";"16,92 ";"L ";"5024 "
"315 ";"12 ";"R 1/2'' keg ";"32,0 ";"17,5 ";"32,5 ";"14 ";"17 ";"22 ";"WE-L-12-R 1/2''-k ";"24,54 ";"L ";"5025 "
"315 ";"15 ";"R 1/4'' keg ";"36,0 ";"21,0 ";"32,0 ";"12 ";"19 ";"27 ";"WE-L-15-R 1/4''-k ";"27,55 ";"L ";"5026 "
"315 ";"15 ";"R 3/8'' keg ";"36,0 ";"21,0 ";"32,5 ";"12 ";"19 ";"27 ";"WE-L-15-R 3/8''-k ";"27,05 ";"L ";"5027 "
"315 ";"15 ";"R 1/2'' keg ";"36,0 ";"21,0 ";"34,0 ";"14 ";"19 ";"27 ";"WE-L-15-R 1/2''-k ";"23,01 ";"L ";"5028 "
"160 ";"15 ";"R 3/4'' keg ";"36,0 ";"21,0 ";"42,0 ";"16 ";"24 ";"27 ";"WE-L-15-R 3/4''-k ";"43,6 ";"L ";"5029 "
"315 ";"18 ";"R 3/8'' keg ";"40,0 ";"23,5 ";"36,5 ";"12 ";"24 ";"32 ";"WE-L-18-R 3/8''-k ";"33,05 ";"L ";"5030 "
"315 ";"18 ";"R 1/2'' keg ";"40,0 ";"23,5 ";"36,0 ";"14 ";"24 ";"32 ";"WE-L-18-R 1/2''-k ";"32,29 ";"L ";"5031 "
"160 ";"18 ";"R 3/4'' keg ";"38,5 ";"22,0 ";"41,0 ";"16 ";"24 ";"32 ";"WE-L-18-R 3/4''-k ";"51,14 ";"L ";"5032 "
"160 ";"22 ";"R 1/2'' keg ";"44,0 ";"27,5 ";"41,0 ";"14 ";"27 ";"36 ";"WE-L-22-R 1/2''-k ";"51,64 ";"L ";"5033 "
"160 ";"22 ";"R 3/4'' keg ";"44,0 ";"27,5 ";"41,0 ";"16 ";"27 ";"36 ";"WE-L-22-R 3/4''-k ";"51,64 ";"L ";"5034 "
"160 ";"28 ";"R 1'' keg ";"51,5 ";"30,5 ";"47,0 ";"20 ";"36 ";"41 ";"WE-L-28-R 1''-k ";"97,15 ";"L ";"5035 "
"160 ";"35 ";"R 1 1/4'' keg ";"59,5 ";"33,0 ";"56,0 ";"26 ";"41 ";"50 ";"WE-L-35-R 1 1/4''-k ";"150,83 ";"L ";"5036 "
"100 ";"4 ";"R 1/8'' keg ";"21,0 ";"11,0 ";"17,0 ";"8 ";"9 ";"10 ";"WE-LL-04-R 1/8''-k ";"14,93 ";"LL ";"5007 "
"100 ";"6 ";"R 1/8'' keg ";"21,0 ";"9,5 ";"17,0 ";"8 ";"9 ";"12 ";"WE-LL-06-R 1/8''-k ";"15,31 ";"LL ";"5008 "
"100 ";"8 ";"R 1/8'' keg ";"23,0 ";"11,5 ";"20,0 ";"8 ";"12 ";"14 ";"WE-LL-08-R 1/8''-k ";"15,77 ";"LL ";"5009 "
