"Druck  Pressure  PN";"Rohr A.D.  Tube O.D.  D1";"Gewinde  Thread  G";"Ca. Maﬂe  Approx. Dimensions  L1";"Ca. Maﬂe  Approx. Dimensions  L2";"Ca. Maﬂe  Approx. Dimensions  i";"    SW1";"Ca. Maﬂe  Approx. Dimensions  SW3";"Art.-Nr.";"Brutto preis";"Serie";"ID"
"315 ";"6 ";"G 1/8'' ";"32,5 ";"19,0 ";"8 ";"14 ";"14 ";"EVGE-L-06-G 1/8''-wd-SC ";"14,02 ";"L ";"6033 "
"315 ";"6 ";"G 1/4'' ";"39,5 ";"20,5 ";"12 ";"19 ";"14 ";"EVGE-L-06-G 1/4''-wd-SC ";"15,17 ";"L ";"6034 "
"315 ";"8 ";"G 1/4'' ";"41,0 ";"20,5 ";"12 ";"19 ";"17 ";"EVGE-L-08-G 1/4''-wd-SC ";"15,29 ";"L ";"6035 "
"315 ";"8 ";"G 3/8'' ";"42,5 ";"20,5 ";"12 ";"22 ";"17 ";"EVGE-L-08-G 3/8''-wd-SC ";"18,34 ";"L ";"6036 "
"315 ";"10 ";"G 1/4'' ";"39,5 ";"20,5 ";"12 ";"19 ";"19 ";"EVGE-L-10-G 1/4''-wd-SC ";"17,11 ";"L ";"6037 "
"315 ";"10 ";"G 3/8'' ";"44,0 ";"21,0 ";"12 ";"22 ";"19 ";"EVGE-L-10-G 3/8''-wd-SC ";"18,34 ";"L ";"6038 "
"315 ";"10 ";"G 1/2'' ";"47,0 ";"21,0 ";"14 ";"27 ";"19 ";"EVGE-L-10-G 1/2''-wd-SC ";"21,74 ";"L ";"6039 "
"315 ";"12 ";"G 1/4'' ";"42,0 ";"21,5 ";"12 ";"19 ";"22 ";"EVGE-L-12-G 1/4''-wd-SC ";"17,23 ";"L ";"6040 "
"315 ";"12 ";"G 3/8'' ";"45,0 ";"22,0 ";"12 ";"22 ";"22 ";"EVGE-L-12-G 3/8''-wd-SC ";"18,48 ";"L ";"6041 "
"315 ";"12 ";"G 1/2'' ";"48,5 ";"22,5 ";"14 ";"27 ";"22 ";"EVGE-L-12-G 1/2''-wd-SC ";"22,39 ";"L ";"6042 "
"315 ";"15 ";"G 3/8'' ";"45,5 ";"22,5 ";"12 ";"22 ";"27 ";"EVGE-L-15-G 3/8''-wd-SC ";"23,24 ";"L ";"6043 "
"315 ";"15 ";"G 1/2'' ";"46,0 ";"23,0 ";"14 ";"27 ";"27 ";"EVGE-L-15-G 1/2''-wd-SC ";"23,24 ";"L ";"6044 "
"315 ";"18 ";"G 3/8'' ";"44,0 ";"23,5 ";"12 ";"22 ";"32 ";"EVGE-L-18-G 3/8''-wd-SC ";"36,92 ";"L ";"6045 "
"315 ";"18 ";"G 1/2'' ";"47,0 ";"24,0 ";"14 ";"27 ";"32 ";"EVGE-L-18-G 1/2''-wd-SC ";"33,85 ";"L ";"6046 "
"160 ";"18 ";"G 3/4'' ";"52,0 ";"24,0 ";"16 ";"32 ";"32 ";"EVGE-L-18-G 3/4''-wd-SC ";"41,52 ";"L ";"6047 "
"160 ";"22 ";"G 3/8'' ";"46,0 ";"24,5 ";"12 ";"24 ";"36 ";"EVGE-L-22-G 3/8''-wd-SC ";"40,36 ";"L ";"6048 "
"160 ";"22 ";"G 1/2'' ";"50,5 ";"24,5 ";"14 ";"27 ";"36 ";"EVGE-L-22-G 1/2''-wd-SC ";"40,36 ";"L ";"6049 "
"160 ";"22 ";"G 3/4'' ";"50,5 ";"24,5 ";"16 ";"32 ";"36 ";"EVGE-L-22-G 3/4''-wd-SC ";"41,97 ";"L ";"6050 "
"160 ";"22 ";"G 1'' ";"53,0 ";"24,5 ";"18 ";"41 ";"36 ";"EVGE-L-22-G 1''-wd-SC ";"";"L ";"6051 "
"160 ";"28 ";"G 3/4'' ";"52,5 ";"25,5 ";"16 ";"32 ";"41 ";"EVGE-L-28-G 3/4''-wd-SC ";"86,6 ";"L ";"6052 "
"160 ";"28 ";"G 1'' ";"54,0 ";"25,5 ";"18 ";"41 ";"41 ";"EVGE-L-28-G 1''-wd-SC ";"63,36 ";"L ";"6053 "
"160 ";"35 ";"G 1 1/4'' ";"63,5 ";"32,0 ";"20 ";"50 ";"50 ";"EVGE-L-35-G 1 1/4''-wd-SC ";"100,87 ";"L ";"6054 "
"160 ";"42 ";"G 1 1/2'' ";"70,0 ";"32,0 ";"22 ";"55 ";"60 ";"EVGE-L-42-G 1 1/2''-wd-SC ";"114,25 ";"L ";"6055 "
