"Druck  Pressure  PN";"Rohr A.D.  Tube O.D.  D1";"Rohr A.D.  Tube O.D.  D2";"Ca. Maﬂe  Approx. Dimensions  L1";"Ca. Maﬂe  Approx. Dimensions  L2";"    SW1";"Ca. Maﬂe  Approx. Dimensions  SW3";"Ca. Maﬂe  Approx. Dimensions  SW4";"Art.-Nr.";"Brutto preis";"Serie";"ID"
"630 ";"8 ";"6 ";"47,0 ";"32,0 ";"14 ";"19 ";"17 ";"KOR-S-08/06-SC ";"18,42 ";"S ";"7835 "
"630 ";"10 ";"6 ";"48,0 ";"33,0 ";"14 ";"22 ";"17 ";"KOR-S-10/06-SC ";"18,79 ";"S ";"7836 "
"630 ";"10 ";"8 ";"48,0 ";"33,0 ";"17 ";"22 ";"19 ";"KOR-S-10/08-SC ";"19,3 ";"S ";"7837 "
"630 ";"12 ";"6 ";"50,0 ";"35,0 ";"14 ";"24 ";"17 ";"KOR-S-12/06-SC ";"20,45 ";"S ";"7838 "
"630 ";"12 ";"8 ";"50,0 ";"35,0 ";"17 ";"24 ";"19 ";"KOR-S-12/08-SC ";"21,89 ";"S ";"7839 "
"630 ";"12 ";"10 ";"51,0 ";"34,5 ";"19 ";"24 ";"22 ";"KOR-S-12/10-SC ";"22,82 ";"S ";"7840 "
"630 ";"14 ";"6 ";"50,0 ";"35,0 ";"17 ";"27 ";"17 ";"KOR-S-14/06-SC ";"22,71 ";"S ";"7841 "
"630 ";"14 ";"8 ";"50,0 ";"35,0 ";"17 ";"27 ";"19 ";"KOR-S-14/08-SC ";"23,3 ";"S ";"7842 "
"630 ";"14 ";"10 ";"51,0 ";"34,5 ";"19 ";"27 ";"22 ";"KOR-S-14/10-SC ";"24,51 ";"S ";"7843 "
"630 ";"14 ";"12 ";"51,0 ";"34,5 ";"22 ";"27 ";"24 ";"KOR-S-14/12-SC ";"26,74 ";"S ";"7844 "
"400 ";"16 ";"6 ";"54,0 ";"39,0 ";"17 ";"30 ";"17 ";"KOR-S-16/06-SC ";"28,15 ";"S ";"7845 "
"400 ";"16 ";"8 ";"54,0 ";"39,0 ";"17 ";"30 ";"19 ";"KOR-S-16/08-SC ";"28,26 ";"S ";"7846 "
"400 ";"16 ";"10 ";"55,0 ";"38,5 ";"19 ";"30 ";"22 ";"KOR-S-16/10-SC ";"29,4 ";"S ";"7847 "
"400 ";"16 ";"12 ";"55,0 ";"38,5 ";"22 ";"30 ";"24 ";"KOR-S-16/12-SC ";"31,65 ";"S ";"7848 "
"400 ";"16 ";"14 ";"58,0 ";"40,0 ";"22 ";"30 ";"27 ";"KOR-S-16/14-SC ";"31,47 ";"S ";"7849 "
"400 ";"20 ";"6 ";"58,5 ";"43,5 ";"22 ";"36 ";"17 ";"KOR-S-20/06-SC ";"31,21 ";"S ";"7850 "
"400 ";"20 ";"8 ";"58,5 ";"43,5 ";"22 ";"36 ";"19 ";"KOR-S-20/08-SC ";"31,41 ";"S ";"7851 "
"400 ";"20 ";"10 ";"59,5 ";"43,0 ";"22 ";"36 ";"22 ";"KOR-S-20/10-SC ";"35,01 ";"S ";"7852 "
"400 ";"20 ";"12 ";"59,5 ";"43,0 ";"22 ";"36 ";"24 ";"KOR-S-20/12-SC ";"35,87 ";"S ";"7853 "
"400 ";"20 ";"14 ";"60,5 ";"42,5 ";"24 ";"36 ";"27 ";"KOR-S-20/14-SC ";"39,08 ";"S ";"7854 "
"400 ";"20 ";"16 ";"63,0 ";"44,5 ";"27 ";"36 ";"30 ";"KOR-S-20/16-SC ";"43,85 ";"S ";"7855 "
"400 ";"25 ";"6 ";"59,0 ";"44,0 ";"27 ";"46 ";"17 ";"KOR-S-25/06-SC ";"46,9 ";"S ";"7856 "
"400 ";"25 ";"8 ";"59,0 ";"44,0 ";"27 ";"46 ";"19 ";"KOR-S-25/08-SC ";"47,16 ";"S ";"7857 "
"400 ";"25 ";"10 ";"61,0 ";"44,5 ";"27 ";"46 ";"22 ";"KOR-S-25/10-SC ";"48,45 ";"S ";"7858 "
"400 ";"25 ";"12 ";"63,0 ";"46,5 ";"27 ";"46 ";"24 ";"KOR-S-25/12-SC ";"55,74 ";"S ";"7859 "
"400 ";"25 ";"14 ";"64,0 ";"46,0 ";"27 ";"46 ";"27 ";"KOR-S-25/14-SC ";"55,59 ";"S ";"7860 "
"400 ";"25 ";"16 ";"67,0 ";"48,5 ";"27 ";"46 ";"30 ";"KOR-S-25/16-SC ";"58,25 ";"S ";"7861 "
"400 ";"25 ";"20 ";"70,0 ";"48,5 ";"32 ";"46 ";"36 ";"KOR-S-25/20-SC ";"66,24 ";"S ";"7862 "
"400 ";"30 ";"6 ";"69,0 ";"54,0 ";"32 ";"50 ";"17 ";"KOR-S-30/06-SC ";"71,07 ";"S ";"7863 "
"400 ";"30 ";"8 ";"69,0 ";"54,0 ";"32 ";"50 ";"19 ";"KOR-S-30/08-SC ";"71,07 ";"S ";"7864 "
"400 ";"30 ";"10 ";"70,0 ";"53,5 ";"32 ";"50 ";"22 ";"KOR-S-30/10-SC ";"73,75 ";"S ";"7865 "
"400 ";"30 ";"12 ";"70,0 ";"53,5 ";"32 ";"50 ";"24 ";"KOR-S-30/12-SC ";"76,58 ";"S ";"7866 "
"400 ";"30 ";"14 ";"71,0 ";"55,0 ";"32 ";"50 ";"27 ";"KOR-S-30/14-SC ";"82,41 ";"S ";"7867 "
"400 ";"30 ";"16 ";"73,0 ";"54,5 ";"32 ";"50 ";"30 ";"KOR-S-30/16-SC ";"82,41 ";"S ";"7868 "
"400 ";"30 ";"20 ";"76,0 ";"54,5 ";"32 ";"50 ";"36 ";"KOR-S-30/20-SC ";"85,29 ";"S ";"7869 "
"400 ";"30 ";"25 ";"81,5 ";"57,5 ";"41 ";"50 ";"46 ";"KOR-S-30/25-SC ";"91,52 ";"S ";"7870 "
"250 ";"38 ";"6 ";"70,0 ";"55,0 ";"41 ";"60 ";"17 ";"KOR-S-38/06-SC ";"98,11 ";"S ";"7871 "
"250 ";"38 ";"8 ";"70,0 ";"55,0 ";"41 ";"60 ";"19 ";"KOR-S-38/08-SC ";"98,11 ";"S ";"7872 "
"250 ";"38 ";"10 ";"71,0 ";"54,5 ";"41 ";"60 ";"22 ";"KOR-S-38/10-SC ";"98,23 ";"S ";"7873 "
"250 ";"38 ";"12 ";"71,0 ";"54,5 ";"41 ";"60 ";"24 ";"KOR-S-38/12-SC ";"98,51 ";"S ";"7874 "
"250 ";"38 ";"14 ";"74,0 ";"56,0 ";"41 ";"60 ";"27 ";"KOR-S-38/14-SC ";"106,9 ";"S ";"7875 "
"250 ";"38 ";"16 ";"74,0 ";"55,5 ";"41 ";"60 ";"30 ";"KOR-S-38/16-SC ";"106,9 ";"S ";"7876 "
"250 ";"38 ";"20 ";"79,0 ";"57,5 ";"41 ";"60 ";"36 ";"KOR-S-38/20-SC ";"107,22 ";"S ";"7877 "
"250 ";"38 ";"25 ";"84,0 ";"60,0 ";"41 ";"60 ";"46 ";"KOR-S-38/25-SC ";"116,01 ";"S ";"7878 "
"250 ";"38 ";"30 ";"87,0 ";"60,5 ";"46 ";"60 ";"50 ";"KOR-S-38/30-SC ";"122,29 ";"S ";"7879 "
