"Druck  Pressure  PN";"Rohr A.D.  Tube O.D.  D1";"Gewinde  Thread  G";"Ca. Maﬂe  Approx. Dimensions  L1";"Ca. Maﬂe  Approx. Dimensions  L2";"Ca. Maﬂe  Approx. Dimensions  i";"    SW1";"Ca. Maﬂe  Approx. Dimensions  SW3";"Art.-Nr.";"Brutto preis";"Serie";"ID"
"315 ";"6 ";"M 10 x 1 ";"23,0 ";"8,5 ";"8 ";"14 ";"14 ";"GE-L-06-M 10x1 ";"5,88 ";"L ";"4043 "
"315 ";"6 ";"M 12 x 1,5 ";"27,0 ";"10,0 ";"12 ";"17 ";"14 ";"GE-L-06-M 12x1,5 ";"8,44 ";"L ";"4044 "
"315 ";"6 ";"M 14 x 1,5 ";"27,0 ";"10,0 ";"12 ";"19 ";"14 ";"GE-L-06-M 14x1,5 ";"8,95 ";"L ";"4045 "
"315 ";"8 ";"M 10 x 1 ";"26,0 ";"9,5 ";"8 ";"17 ";"17 ";"GE-L-08-M 10x1 ";"8,45 ";"L ";"4046 "
"315 ";"8 ";"M 12 x 1,5 ";"25,0 ";"10,0 ";"12 ";"17 ";"17 ";"GE-L-08-M 12x1,5 ";"7,87 ";"L ";"4047 "
"315 ";"8 ";"M 14 x 1,5 ";"27,0 ";"10,0 ";"12 ";"19 ";"17 ";"GE-L-08-M 14x1,5 ";"9,15 ";"L ";"4048 "
"315 ";"8 ";"M 16 x 1,5 ";"27,5 ";"11,5 ";"12 ";"22 ";"17 ";"GE-L-08-M 16x1,5 ";"11,5 ";"L ";"4049 "
"315 ";"8 ";"M 18 x 1,5 ";"27,5 ";"11,5 ";"12 ";"24 ";"17 ";"GE-L-08-M 18x1,5 ";"14,55 ";"L ";"4050 "
"315 ";"10 ";"M 10 x 1 ";"28,5 ";"11,0 ";"8 ";"17 ";"19 ";"GE-L-10-M 10x1 ";"11,2 ";"L ";"4051 "
"315 ";"10 ";"M 12 x 1,5 ";"28,5 ";"11,5 ";"12 ";"17 ";"19 ";"GE-L-10-M 12x1,5 ";"10,51 ";"L ";"4052 "
"315 ";"10 ";"M 14 x 1,5 ";"26,0 ";"11,0 ";"12 ";"19 ";"19 ";"GE-L-10-M 14x1,5 ";"8,33 ";"L ";"4053 "
"315 ";"10 ";"M 16 x 1,5 ";"30,0 ";"12,5 ";"12 ";"22 ";"19 ";"GE-L-10-M 16x1,5 ";"12,02 ";"L ";"4054 "
"315 ";"10 ";"M 18 x 1,5 ";"30,0 ";"12,5 ";"12 ";"24 ";"19 ";"GE-L-10-M 18x1,5 ";"14,57 ";"L ";"4055 "
"315 ";"10 ";"M 22 x 1,5 ";"31,5 ";"14,0 ";"14 ";"27 ";"19 ";"GE-L-10-M 22x1,5 ";"20,45 ";"L ";"4056 "
"315 ";"12 ";"M 12 x 1,5 ";"28,0 ";"13,0 ";"12 ";"19 ";"22 ";"GE-L-12-M 12x1,5 ";"11,5 ";"L ";"4057 "
"315 ";"12 ";"M 14 x 1,5 ";"28,0 ";"12,5 ";"12 ";"19 ";"22 ";"GE-L-12-M 14x1,5 ";"11,4 ";"L ";"4058 "
"315 ";"12 ";"M 16 x 1,5 ";"27,0 ";"12,5 ";"12 ";"22 ";"22 ";"GE-L-12-M 16x1,5 ";"10,94 ";"L ";"4059 "
"315 ";"12 ";"M 18 x 1,5 ";"30,0 ";"12,5 ";"12 ";"24 ";"22 ";"GE-L-12-M 18x1,5 ";"14,57 ";"L ";"4060 "
"315 ";"12 ";"M 22 x 1,5 ";"32,0 ";"14,0 ";"14 ";"27 ";"22 ";"GE-L-12-M 22x1,5 ";"20,71 ";"L ";"4061 "
"315 ";"15 ";"M 16 x 1,5 ";"32,0 ";"13,5 ";"12 ";"24 ";"27 ";"GE-L-15-M 16x1,5 ";"14,78 ";"L ";"4062 "
"315 ";"15 ";"M 18 x 1,5 ";"29,0 ";"13,5 ";"12 ";"24 ";"27 ";"GE-L-15-M 18x1,5 ";"14,29 ";"L ";"4063 "
"315 ";"15 ";"M 22 x 1,5 ";"33,0 ";"15,0 ";"14 ";"27 ";"27 ";"GE-L-15-M 22x1,5 ";"20,71 ";"L ";"4064 "
"315 ";"18 ";"M 18 x 1,5 ";"33,0 ";"14,0 ";"12 ";"27 ";"32 ";"GE-L-18-M 18x1,5 ";"21,37 ";"L ";"4065 "
"315 ";"18 ";"M 22 x 1,5 ";"31,0 ";"14,5 ";"14 ";"27 ";"32 ";"GE-L-18-M 22x1,5 ";"20,67 ";"L ";"4066 "
"160 ";"18 ";"M 26 x 1,5 ";"34,5 ";"14,5 ";"16 ";"32 ";"32 ";"GE-L-18-M 26x1,5 ";"28,48 ";"L ";"4067 "
"160 ";"22 ";"M 22 x 1,5 ";"38,0 ";"17,5 ";"14 ";"32 ";"36 ";"GE-L-22-M 22x1,5 ";"31,5 ";"L ";"4068 "
"160 ";"22 ";"M 26 x 1,5 ";"33,0 ";"16,5 ";"16 ";"32 ";"36 ";"GE-L-22-M 26x1,5 ";"27,2 ";"L ";"4069 "
"160 ";"28 ";"M 33 x 2 ";"34,0 ";"17,5 ";"18 ";"41 ";"41 ";"GE-L-28-M 33x2 ";"43,2 ";"L ";"4070 "
"160 ";"35 ";"M 42 x 2 ";"39,0 ";"17,5 ";"20 ";"50 ";"50 ";"GE-L-35-M 42x2 ";"53,69 ";"L ";"4071 "
"160 ";"42 ";"M 48 x 2 ";"42,0 ";"19,0 ";"22 ";"55 ";"60 ";"GE-L-42-M 48x2 ";"71,58 ";"L ";"4072 "
