"Schlauch  Hose  DN";"DN  Bore  in.";"Gewinde  Thread  G";"Rohr A.D.  Tube O.D.  D";"Ca. Maﬂe  Approx. Dimensions  A";"Ca. Maﬂe  Approx. Dimensions  B";"Ca. Maﬂe  Approx. Dimensions  C";"Ca. Maﬂe  Approx. Dimensions  SW";"O-Ring  O-ring  ";"Art.-Nr.";"Brutto preis";"Serie";"ID"
"19 ";"3/4'' ";"M 30 x 2 ";"20 ";"78,5 ";"83,0 ";"14,5 ";"36 ";"16,3 x 2,4 ";"I-DKOS-20-90∞-DN 19 ";"73,9 ";"";"1180 "
"19 ";"3/4'' ";"M 36 x 2 ";"25 ";"75,0 ";"76,0 ";"14,5 ";"46 ";"21,3 x 2,4 ";"I-DKOS-25-90∞-DN 19 ";"71 ";"";"1181 "
"25 ";"1'' ";"M 36 x 2 ";"25 ";"84,0 ";"95,5 ";"20,0 ";"46 ";"21,3 x 2,4 ";"I-DKOS-25-90∞-DN 25 ";"94,9 ";"";"1182 "
"25 ";"1'' ";"M 42 x 2 ";"30 ";"84,0 ";"83,0 ";"20,0 ";"50 ";"25,3 x 2,4 ";"I-DKOS-30-90∞-DN 25 ";"96,5 ";"";"1183 "
"31 ";"1 1/4'' ";"M 52 x 2 ";"38 ";"103,0 ";"101,0 ";"25,0 ";"60 ";"35,0 x 2,5 ";"I-DKOS-38-90∞-DN 31 ";"145 ";"";"1184 "
"38 ";"1 1/2'' ";"M 68 x 2 ";"50 ";"125,0 ";"111,0 ";"31,0 ";"80 ";"46,0 x 3,0 ";"I-DKOS-50-90∞-DN 38 ";"399 ";"";"1185 "
