"Druck  Pressure  PN";"Rohr A.D.  Tube O.D.  D1";"Gewinde  Thread  G";"Ca. Maﬂe  Approx. Dimensions  L1";"Ca. Maﬂe  Approx. Dimensions  L2";"Ca. Maﬂe  Approx. Dimensions  i";"    SW1";"Ca. Maﬂe  Approx. Dimensions  SW3";"Art.-Nr.";"Brutto preis";"Serie";"ID"
"315 ";"6 ";"G 1/8'' ";"36,0 ";"19,0 ";"12,0 ";"14 ";"14 ";"GAI-L-06-G 1/8''-SC ";"12,34 ";"L ";"6393 "
"315 ";"6 ";"G 1/4'' ";"41,0 ";"24,0 ";"17,0 ";"19 ";"14 ";"GAI-L-06-G 1/4''-SC ";"14,38 ";"L ";"6394 "
"315 ";"6 ";"G 3/8'' ";"42,0 ";"24,0 ";"17,0 ";"24 ";"14 ";"GAI-L-06-G 3/8''-SC ";"18,44 ";"L ";"6395 "
"315 ";"6 ";"G 1/2'' ";"46,0 ";"31,0 ";"20,0 ";"27 ";"14 ";"GAI-L-06-G 1/2''-SC ";"23,02 ";"L ";"6396 "
"315 ";"8 ";"G 1/8'' ";"36,0 ";"19,0 ";"12,0 ";"14 ";"17 ";"GAI-L-08-G 1/8''-SC ";"16,64 ";"L ";"6397 "
"315 ";"8 ";"G 1/4'' ";"41,0 ";"24,0 ";"17,0 ";"19 ";"17 ";"GAI-L-08-G 1/4''-SC ";"16,29 ";"L ";"6398 "
"315 ";"8 ";"G 3/8'' ";"42,0 ";"25,0 ";"17,0 ";"24 ";"17 ";"GAI-L-08-G 3/8''-SC ";"18,56 ";"L ";"6399 "
"315 ";"8 ";"G 1/2'' ";"46,0 ";"32,0 ";"20,0 ";"27 ";"17 ";"GAI-L-08-G 1/2''-SC ";"23,63 ";"L ";"6400 "
"315 ";"10 ";"G 1/8'' ";"36,0 ";"19,0 ";"12,0 ";"17 ";"19 ";"GAI-L-10-G 1/8''-SC ";"16,69 ";"L ";"6401 "
"315 ";"10 ";"G 1/4'' ";"42,0 ";"25,0 ";"17,0 ";"19 ";"19 ";"GAI-L-10-G 1/4''-SC ";"16,24 ";"L ";"6402 "
"315 ";"10 ";"G 3/8'' ";"43,0 ";"26,0 ";"17,0 ";"24 ";"19 ";"GAI-L-10-G 3/8''-SC ";"19,61 ";"L ";"6403 "
"315 ";"10 ";"G 1/2'' ";"47,0 ";"30,0 ";"20,0 ";"27 ";"19 ";"GAI-L-10-G 1/2''-SC ";"24,19 ";"L ";"6404 "
"315 ";"12 ";"G 1/4'' ";"42,0 ";"25,0 ";"17,0 ";"19 ";"22 ";"GAI-L-12-G 1/4''-SC ";"19,22 ";"L ";"6405 "
"315 ";"12 ";"G 3/8'' ";"43,0 ";"26,0 ";"17,0 ";"24 ";"22 ";"GAI-L-12-G 3/8''-SC ";"19,22 ";"L ";"6406 "
"315 ";"12 ";"G 1/2'' ";"48,0 ";"30,0 ";"20,0 ";"27 ";"22 ";"GAI-L-12-G 1/2''-SC ";"22,26 ";"L ";"6407 "
"315 ";"15 ";"G 3/8'' ";"46,0 ";"27,0 ";"17,5 ";"24 ";"27 ";"GAI-L-15-G 3/8''-SC ";"23,07 ";"L ";"6408 "
"315 ";"15 ";"G 1/2'' ";"49,0 ";"31,0 ";"20,0 ";"27 ";"27 ";"GAI-L-15-G 1/2''-SC ";"25,98 ";"L ";"6409 "
"160 ";"15 ";"G 3/4'' ";"53,0 ";"34,0 ";"22,0 ";"32 ";"27 ";"GAI-L-15-G 3/4''-SC ";"44,77 ";"L ";"6410 "
"315 ";"18 ";"G 3/8'' ";"47,0 ";"26,5 ";"17,5 ";"27 ";"32 ";"GAI-L-18-G 3/8''-SC ";"31,47 ";"L ";"6411 "
"315 ";"18 ";"G 1/2'' ";"50,5 ";"30,5 ";"20,0 ";"27 ";"32 ";"GAI-L-18-G 1/2''-SC ";"31,47 ";"L ";"6412 "
"160 ";"18 ";"G 3/4'' ";"53,5 ";"33,5 ";"22,0 ";"36 ";"32 ";"GAI-L-18-G 3/4''-SC ";"44,77 ";"L ";"6413 "
"160 ";"22 ";"G 1/2'' ";"55,0 ";"33,5 ";"20,0 ";"32 ";"36 ";"GAI-L-22-G 1/2''-SC ";"41,97 ";"L ";"6414 "
"160 ";"22 ";"G 3/4'' ";"56,0 ";"35,5 ";"22,0 ";"36 ";"36 ";"GAI-L-22-G 3/4''-SC ";"40,16 ";"L ";"6415 "
"160 ";"28 ";"G 3/4'' ";"57,5 ";"35,0 ";"22,0 ";"41 ";"41 ";"GAI-L-28-G 3/4''-SC ";"71,2 ";"L ";"6416 "
"160 ";"28 ";"G 1'' ";"60,5 ";"38,0 ";"24,5 ";"41 ";"41 ";"GAI-L-28-G 1''-SC ";"56,15 ";"L ";"6417 "
"160 ";"35 ";"G 1 1/4'' ";"68,5 ";"41,0 ";"26,5 ";"55 ";"50 ";"GAI-L-35-G 1 1/4''-SC ";"93,2 ";"L ";"6418 "
"160 ";"42 ";"G 1 1/2'' ";"69,5 ";"42,5 ";"28,5 ";"60 ";"60 ";"GAI-L-42-G 1 1/2''-SC ";"116,81 ";"L ";"6419 "
