"Schlauch  Hose  DN";"DN  Bore  in.";"Gewinde  Thread  G";"Ca. Maﬂe  Approx. Dimensions  A";"Ca. Maﬂe  Approx. Dimensions  C";"Ca. Maﬂe  Approx. Dimensions  SW";"Art.-Nr.";"Brutto preis";"Serie";"ID"
"06 ";"1/4'' ";"1/4''-19 keg ";"32,5 ";"4,0 ";"14 ";"SR-AGRk-1/4''-DN 06 ";"22,55 ";"";"1418 "
"08 ";"5/16'' ";"3/8''-19 keg ";"36,1 ";"5,5 ";"19 ";"SR-AGRk-3/8''-DN 08 ";"";"";"1419 "
"10 ";"3/8'' ";"3/8''-19 keg ";"36,1 ";"7,5 ";"19 ";"SR-AGRk-3/8''-DN 10 ";"25,55 ";"";"1420 "
"10 ";"3/8'' ";"1/2''-14 keg ";"41,2 ";"7,5 ";"22 ";"SR-AGRk-1/2''-DN 10 ";"26,3 ";"";"1421 "
"12 ";"1/2'' ";"1/2''-14 keg ";"41,7 ";"10,0 ";"22 ";"SR-AGRk-1/2''-DN 12 ";"26,3 ";"";"1422 "
"16 ";"5/8'' ";"3/4''-14 keg ";"45,0 ";"13,0 ";"27 ";"SR-AGRk-3/4''-DN 16 ";"36,2 ";"";"1423 "
"19 ";"3/4'' ";"3/4''-14 keg ";"46,2 ";"15,5 ";"27 ";"SR-AGRk-3/4''-DN 19 ";"36,2 ";"";"1424 "
"25 ";"1'' ";"1''-11 keg ";"57,2 ";"21,5 ";"36 ";"SR-AGRk-1''-DN 25 ";"61,4 ";"";"1425 "
