"Schlauch  Hose  DN";"DN  Bore  in.";"Gewinde  Thread  G";"Ca. Maﬂe  Approx. Dimensions  A";"Ca. Maﬂe  Approx. Dimensions  C";"Ca. Maﬂe  Approx. Dimensions  SW";"Art.-Nr.";"Brutto preis";"Serie";"ID"
"06 ";"1/4'' ";"1/4''-19 ";"29,5 ";"4,0 ";"19 ";"SR-AGR-1/4''-DN 06 ";"22,35 ";"";"1409 "
"08 ";"5/16'' ";"3/8''-19 ";"33,4 ";"5,5 ";"22 ";"SR-AGR-3/8''-DN 08 ";"22,8 ";"";"1410 "
"10 ";"3/8'' ";"3/8''-19 ";"33,4 ";"7,5 ";"22 ";"SR-AGR-3/8''-DN 10 ";"22,35 ";"";"1411 "
"10 ";"3/8'' ";"1/2''-14 ";"38,4 ";"7,5 ";"27 ";"SR-AGR-1/2''-DN 10 ";"29,15 ";"";"1412 "
"12 ";"1/2'' ";"1/2''-14 ";"38,6 ";"10,0 ";"27 ";"SR-AGR-1/2''-DN 12 ";"26,15 ";"";"1413 "
"16 ";"5/8'' ";"3/4''-14 ";"44,8 ";"13,0 ";"32 ";"SR-AGR-3/4''-DN 16 ";"45 ";"";"1414 "
"19 ";"3/4'' ";"3/4''-14 ";"44,8 ";"15,5 ";"32 ";"SR-AGR-3/4''-DN 19 ";"43,9 ";"";"1415 "
"19 ";"3/4'' ";"1''-11 ";"45,8 ";"15,5 ";"41 ";"SR-AGR-1''-DN 19 ";"65,7 ";"";"1416 "
"25 ";"1'' ";"1''-11 ";"51,5 ";"21,5 ";"41 ";"SR-AGR-1''-DN 25 ";"57,3 ";"";"1417 "
