"Druck  Pressure  PN";"Rohr A.D.  Tube O.D.  D1";"Gewinde  Thread  G";"Ca. Maﬂe  Approx. Dimensions  L1";"Ca. Maﬂe  Approx. Dimensions  L2";"Ca. Maﬂe  Approx. Dimensions  L3";"Ca. Maﬂe  Approx. Dimensions  i";"Ca. Maﬂe  Approx. Dimensions  SW2";"Ca. Maﬂe  Approx. Dimensions  SW3";"Art.-Nr.";"Brutto preis";"Serie";"ID"
"315 ";"6 ";"R 1/8'' keg ";"27,0 ";"12,0 ";"20,0 ";"8 ";"12 ";"14 ";"WE-L-06-R 1/8''-k-SC ";"11,31 ";"L ";"5037 "
"315 ";"6 ";"R 1/4'' keg ";"27,0 ";"12,0 ";"26,0 ";"12 ";"12 ";"14 ";"WE-L-06-R 1/4''-k-SC ";"14,33 ";"L ";"5038 "
"315 ";"6 ";"R 3/8'' keg ";"30,0 ";"15,0 ";"27,0 ";"12 ";"14 ";"14 ";"WE-L-06-R 3/8''-k-SC ";"17,86 ";"L ";"5039 "
"315 ";"6 ";"R 1/2'' keg ";"30,5 ";"15,5 ";"30,0 ";"14 ";"17 ";"14 ";"WE-L-06-R 1/2''-k-SC ";"24,1 ";"L ";"5040 "
"315 ";"8 ";"R 1/8'' keg ";"29,0 ";"14,0 ";"26,0 ";"8 ";"12 ";"17 ";"WE-L-08-R 1/8''-k-SC ";"18,01 ";"L ";"5041 "
"315 ";"8 ";"R 1/4'' keg ";"29,0 ";"14,0 ";"26,0 ";"12 ";"12 ";"17 ";"WE-L-08-R 1/4''-k-SC ";"14,25 ";"L ";"5042 "
"315 ";"8 ";"R 3/8'' keg ";"32,0 ";"15,0 ";"28,0 ";"12 ";"14 ";"17 ";"WE-L-08-R 3/8''-k-SC ";"17,06 ";"L ";"5043 "
"315 ";"8 ";"R 1/2'' keg ";"34,5 ";"19,5 ";"30,0 ";"14 ";"17 ";"17 ";"WE-L-08-R 1/2''-k-SC ";"24,27 ";"L ";"5044 "
"315 ";"10 ";"R 1/8'' keg ";"31,5 ";"15,0 ";"27,0 ";"8 ";"14 ";"19 ";"WE-L-10-R 1/8''-k-SC ";"18,54 ";"L ";"5045 "
"315 ";"10 ";"R 1/4'' keg ";"30,0 ";"15,0 ";"27,0 ";"12 ";"14 ";"19 ";"WE-L-10-R 1/4''-k-SC ";"15,57 ";"L ";"5046 "
"315 ";"10 ";"R 3/8'' keg ";"30,0 ";"15,0 ";"28,0 ";"12 ";"14 ";"19 ";"WE-L-10-R 3/8''-k-SC ";"18,31 ";"L ";"5047 "
"315 ";"10 ";"R 1/2'' keg ";"37,0 ";"21,0 ";"33,0 ";"14 ";"17 ";"19 ";"WE-L-10-R 1/2''-k-SC ";"24,52 ";"L ";"5048 "
"315 ";"12 ";"R 1/8'' keg ";"32,0 ";"17,5 ";"27,0 ";"8 ";"17 ";"22 ";"WE-L-12-R 1/8''-k-SC ";"18,86 ";"L ";"5049 "
"315 ";"12 ";"R 1/4'' keg ";"32,0 ";"17,5 ";"27,0 ";"12 ";"17 ";"22 ";"WE-L-12-R 1/4''-k-SC ";"18,05 ";"L ";"5050 "
"315 ";"12 ";"R 3/8'' keg ";"32,0 ";"17,5 ";"28,0 ";"12 ";"17 ";"22 ";"WE-L-12-R 3/8''-k-SC ";"17,48 ";"L ";"5051 "
"315 ";"12 ";"R 1/2'' keg ";"32,0 ";"17,5 ";"32,5 ";"14 ";"17 ";"22 ";"WE-L-12-R 1/2''-k-SC ";"25,1 ";"L ";"5052 "
"315 ";"15 ";"R 1/4'' keg ";"36,0 ";"21,0 ";"32,0 ";"12 ";"19 ";"27 ";"WE-L-15-R 1/4''-k-SC ";"28,63 ";"L ";"5053 "
"315 ";"15 ";"R 3/8'' keg ";"36,0 ";"21,0 ";"32,5 ";"12 ";"19 ";"27 ";"WE-L-15-R 3/8''-k-SC ";"28,13 ";"L ";"5054 "
"315 ";"15 ";"R 1/2'' keg ";"36,0 ";"21,0 ";"34,0 ";"14 ";"19 ";"27 ";"WE-L-15-R 1/2''-k-SC ";"24,09 ";"L ";"5055 "
"160 ";"15 ";"R 3/4'' keg ";"36,0 ";"21,0 ";"42,0 ";"16 ";"24 ";"27 ";"WE-L-15-R 3/4''-k-SC ";"44,68 ";"L ";"5056 "
"315 ";"18 ";"R 3/8'' keg ";"40,0 ";"23,5 ";"36,5 ";"12 ";"24 ";"32 ";"WE-L-18-R 3/8''-k-SC ";"34,69 ";"L ";"5057 "
"315 ";"18 ";"R 1/2'' keg ";"40,0 ";"23,5 ";"36,0 ";"14 ";"24 ";"32 ";"WE-L-18-R 1/2''-k-SC ";"33,93 ";"L ";"5058 "
"160 ";"18 ";"R 3/4'' keg ";"38,5 ";"22,0 ";"41,0 ";"16 ";"24 ";"32 ";"WE-L-18-R 3/4''-k-SC ";"52,78 ";"L ";"5059 "
"160 ";"22 ";"R 1/2'' keg ";"44,0 ";"27,5 ";"41,0 ";"14 ";"27 ";"36 ";"WE-L-22-R 1/2''-k-SC ";"53,4 ";"L ";"5060 "
"160 ";"22 ";"R 3/4'' keg ";"44,0 ";"27,5 ";"41,0 ";"16 ";"27 ";"36 ";"WE-L-22-R 3/4''-k-SC ";"53,4 ";"L ";"5061 "
"160 ";"28 ";"R 1'' keg ";"51,5 ";"30,5 ";"47,0 ";"20 ";"36 ";"41 ";"WE-L-28-R 1''-k-SC ";"99,15 ";"L ";"5062 "
"160 ";"35 ";"R 1 1/4'' keg ";"59,5 ";"33,0 ";"56,0 ";"26 ";"41 ";"50 ";"WE-L-35-R 1 1/4''-k-SC ";"154,55 ";"L ";"5063 "
