"Druck  Pressure  PN";"Rohr A.D.  Tube O.D.  D1";"Gewinde  Thread  G";"Ca. Maﬂe  Approx. Dimensions  L2";"Ca. Maﬂe  Approx. Dimensions  L3";"Ca. Maﬂe  Approx. Dimensions  L9";"Ca. Maﬂe  Approx. Dimensions  i";"Ca. Maﬂe  Approx. Dimensions  SW2";"Art.-Nr.";"Brutto preis";"Serie";"ID"
"160 ";"22 ";"M 26 x 1,5 zyl ";"22,5 ";"26 ";"35,0 ";"16 ";"27 ";"WE-L-22-M 26x1,5-z-OMD ";"38,37 ";"L ";"5258 "
"160 ";"28 ";"M 33 x 2 zyl ";"30,5 ";"30 ";"38,0 ";"18 ";"36 ";"WE-L-28-M 33x2-z-OMD ";"86,39 ";"L ";"5259 "
"160 ";"35 ";"M 42 x 2 zyl ";"34,5 ";"34 ";"45,0 ";"20 ";"41 ";"WE-L-35-M 42x2-z-OMD ";"149,15 ";"L ";"5260 "
"160 ";"42 ";"M 48 x 2 zyl ";"40,0 ";"39 ";"";"22 ";"50 ";"WE-L-42-M 48x2-z-OMD ";"181,18 ";"L ";"5261 "
"400 ";"20 ";"M 27 x 2 zyl ";"26,5 ";"26 ";"35,0 ";"16 ";"27 ";"WE-S-20-M 27x2-z-OMD ";"40,19 ";"S ";"5262 "
"250 ";"25 ";"M 33 x 2 zyl ";"30,0 ";"30 ";"42,0 ";"18 ";"36 ";"WE-S-25-M 33x2-z-OMD ";"87,73 ";"S ";"5263 "
"160 ";"30 ";"M 42 x 2 zyl ";"35,5 ";"34 ";"49,0 ";"20 ";"41 ";"WE-S-30-M 42x2-z-OMD ";"125,6 ";"S ";"5264 "
"160 ";"38 ";"M 48 x 2 zyl ";"41,0 ";"39 ";"";"22 ";"50 ";"WE-S-38-M 48x2-z-OMD ";"174,24 ";"S ";"5265 "
