"Druck  Pressure  PN";"Rohr A.D.  Tube O.D.  D1";"Gewinde  Thread  G";"Ca. Maﬂe  Approx. Dimensions  L1";"Ca. Maﬂe  Approx. Dimensions  L2";"Ca. Maﬂe  Approx. Dimensions  i";"    SW1";"Ca. Maﬂe  Approx. Dimensions  SW3";"Art.-Nr.";"Brutto preis";"Serie";"ID"
"315 ";"6 ";"1/4'' NPT ";"38 ";"23,5 ";"16,4 ";"19 ";"14 ";"MV-L-06-NPT-1/4''-SC ";"14,71 ";"L ";"6272 "
"315 ";"6 ";"1/2'' NPT ";"46 ";"31,0 ";"22,6 ";"27 ";"14 ";"MV-L-06-NPT-1/2''-SC ";"20,77 ";"L ";"6273 "
"315 ";"8 ";"1/4'' NPT ";"38 ";"23,5 ";"16,4 ";"19 ";"17 ";"MV-L-08-NPT-1/4''-SC ";"15,34 ";"L ";"6274 "
"315 ";"8 ";"1/2'' NPT ";"46 ";"31,0 ";"22,6 ";"27 ";"17 ";"MV-L-08-NPT-1/2''-SC ";"21,99 ";"L ";"6275 "
"315 ";"10 ";"1/4'' NPT ";"39 ";"24,0 ";"16,4 ";"19 ";"19 ";"MV-L-10-NPT-1/4''-SC ";"16,37 ";"L ";"6276 "
"315 ";"10 ";"1/2'' NPT ";"47 ";"32,0 ";"22,6 ";"27 ";"19 ";"MV-L-10-NPT-1/2''-SC ";"22,55 ";"L ";"6277 "
"315 ";"12 ";"1/4'' NPT ";"";"";"16,4 ";"19 ";"22 ";"MV-L-12-NPT-1/4''-SC ";"17,38 ";"L ";"6278 "
"315 ";"12 ";"1/2'' NPT ";"47 ";"32,0 ";"22,6 ";"27 ";"22 ";"MV-L-12-NPT-1/2''-SC ";"23,57 ";"L ";"6279 "
"630 ";"6 ";"1/2'' NPT ";"48 ";"33,0 ";"22,6 ";"27 ";"17 ";"MV-S-06-NPT-1/2''-SC ";"20,89 ";"S ";"6280 "
"630 ";"8 ";"1/2'' NPT ";"48 ";"33,0 ";"22,6 ";"27 ";"19 ";"MV-S-08-NPT-1/2''-SC ";"21,99 ";"S ";"6281 "
"630 ";"10 ";"1/2'' NPT ";"49 ";"32,5 ";"22,6 ";"27 ";"22 ";"MV-S-10-NPT-1/2''-SC ";"22,67 ";"S ";"6282 "
"630 ";"12 ";"1/2'' NPT ";"49 ";"32,5 ";"22,6 ";"27 ";"24 ";"MV-S-12-NPT-1/2''-SC ";"23,85 ";"S ";"6283 "
