"Druck  Pressure  PN";"Rohr A.D.  Tube O.D.  D1";"Gewinde  Thread  G";"Ca. Maﬂe  Approx. Dimensions  L1";"Ca. Maﬂe  Approx. Dimensions  L2";"Ca. Maﬂe  Approx. Dimensions  L3";"Ca. Maﬂe  Approx. Dimensions  i";"Ca. Maﬂe  Approx. Dimensions  SW2";"Ca. Maﬂe  Approx. Dimensions  SW3";"Art.-Nr.";"Brutto preis";"Serie";"ID"
"315 ";"6 ";"R 1/8'' keg ";"27 ";"12,0 ";"20,0 ";"8 ";"12 ";"14 ";"TE-L-06-R 1/8''-k-SC ";"24,57 ";"L ";"5445 "
"315 ";"6 ";"R 1/4'' keg ";"29 ";"14,0 ";"26,0 ";"12 ";"12 ";"14 ";"TE-L-06-R 1/4''-k-SC ";"28,97 ";"L ";"5446 "
"315 ";"8 ";"R 1/8'' keg ";"29 ";"14,0 ";"26,0 ";"12 ";"12 ";"17 ";"TE-L-08-R 1/8''-k-SC ";"35,7 ";"L ";"11899 "
"315 ";"8 ";"R 1/4'' keg ";"29 ";"14,0 ";"26,0 ";"12 ";"12 ";"17 ";"TE-L-08-R 1/4''-k-SC ";"29,21 ";"L ";"5447 "
"315 ";"8 ";"R 3/8'' keg ";"30 ";"15,0 ";"28,0 ";"12 ";"14 ";"17 ";"TE-L-08-R 3/8''-k-SC ";"32,02 ";"L ";"5448 "
"315 ";"10 ";"R 1/8'' keg ";"30 ";"15,0 ";"27,0 ";"8 ";"14 ";"19 ";"TE-L-10-R 1/8''-k-SC ";"38,3 ";"L ";"5449 "
"315 ";"10 ";"R 1/4'' keg ";"30 ";"15,0 ";"27,0 ";"12 ";"14 ";"19 ";"TE-L-10-R 1/4''-k-SC ";"31,95 ";"L ";"5450 "
"315 ";"10 ";"R 3/8'' keg ";"30 ";"15,0 ";"27,0 ";"12 ";"14 ";"19 ";"TE-L-10-R 3/8''-k-SC ";"35,14 ";"L ";"5451 "
"315 ";"10 ";"R 1/2'' keg ";"37 ";"21,0 ";"33,0 ";"14 ";"17 ";"19 ";"TE-L-10-R 1/2''-k-SC ";"36,34 ";"L ";"5452 "
"315 ";"12 ";"R 1/4'' keg ";"32 ";"17,0 ";"28,0 ";"12 ";"17 ";"22 ";"TE-L-12-R 1/4''-k-SC ";"35,89 ";"L ";"5453 "
"315 ";"12 ";"R 3/8'' keg ";"32 ";"17,0 ";"28,0 ";"12 ";"17 ";"22 ";"TE-L-12-R 3/8''-k-SC ";"35,89 ";"L ";"5454 "
"315 ";"12 ";"R 1/2'' keg ";"38 ";"20,5 ";"32,5 ";"14 ";"17 ";"22 ";"TE-L-12-R 1/2''-k-SC ";"41 ";"L ";"5455 "
"315 ";"15 ";"R 3/8'' keg ";"36 ";"21,0 ";"32,0 ";"12 ";"19 ";"27 ";"TE-L-15-R 3/8''-k-SC ";"51,12 ";"L ";"5456 "
"315 ";"15 ";"R 1/2'' keg ";"36 ";"21,0 ";"34,0 ";"14 ";"19 ";"27 ";"TE-L-15-R 1/2''-k-SC ";"49,69 ";"L ";"5457 "
"315 ";"18 ";"R 1/2'' keg ";"40 ";"23,5 ";"36,0 ";"14 ";"24 ";"32 ";"TE-L-18-R 1/2''-k-SC ";"72,31 ";"L ";"5458 "
"630 ** ";"6 ";"R 1/4'' keg ";"31 ";"16,0 ";"26,0 ";"12 ";"12 ";"17 ";"TE-S-06-R 1/4''-k-SC ";"29,51 ";"S ";"5459 "
"630 ** ";"8 ";"R 1/4'' keg ";"32 ";"17,0 ";"27,0 ";"12 ";"14 ";"19 ";"TE-S-08-R 1/4''-k-SC ";"31,94 ";"S ";"5460 "
"630 ** ";"10 ";"R 3/8'' keg ";"34 ";"17,5 ";"28,0 ";"12 ";"17 ";"22 ";"TE-S-10-R 3/8''-k-SC ";"36,17 ";"S ";"5461 "
"630 ** ";"12 ";"R 3/8'' keg ";"38 ";"21,5 ";"28,0 ";"12 ";"17 ";"24 ";"TE-S-12-R 3/8''-k-SC ";"46,11 ";"S ";"5462 "
"630 ** ";"12 ";"R 1/2'' keg ";"38 ";"21,5 ";"32,5 ";"14 ";"17 ";"24 ";"TE-S-12-R 1/2''-k-SC ";"58,74 ";"S ";"5463 "
"630 ** ";"14 ";"R 1/2'' keg ";"40 ";"22,0 ";"32,0 ";"14 ";"19 ";"27 ";"TE-S-14-R 1/2''-k-SC ";"53,05 ";"S ";"5464 "
"400 ** ";"16 ";"R 1/2'' keg ";"43 ";"24,5 ";"32,0 ";"14 ";"24 ";"30 ";"TE-S-16-R 1/2''-k-SC ";"72,15 ";"S ";"11900 "
