"Druck  Pressure  PN";"Rohr A.D.  Tube O.D.  D1";"Gewinde  Thread  G";"Ca. Maﬂe  Approx. Dimensions  L2";"Ca. Maﬂe  Approx. Dimensions  L9";"Ca. Maﬂe  Approx. Dimensions  i";"Ca. Maﬂe  Approx. Dimensions  SW1";"Art.-Nr.";"Brutto preis";"Serie";"ID"
"315 ";"6 ";"1/8'' NPT ";"17,0 ";"24,0 ";"10,0 ";"12 ";"GE-L-06-1/8''-NPT-OMD ";"7,81 ";"L ";"4442 "
"315 ";"6 ";"1/4'' NPT ";"23,0 ";"31,0 ";"15,0 ";"17 ";"GE-L-06-1/4''-NPT-OMD ";"8,09 ";"L ";"4443 "
"315 ";"6 ";"3/8'' NPT ";"23,0 ";"31,0 ";"15,3 ";"19 ";"GE-L-06-3/8''-NPT-OMD ";"10,98 ";"L ";"4444 "
"315 ";"6 ";"1/2'' NPT ";"29,0 ";"36,0 ";"20,0 ";"22 ";"GE-L-06-1/2''-NPT-OMD ";"14,44 ";"L ";"4445 "
"315 ";"8 ";"1/8'' NPT ";"18,0 ";"25,0 ";"10,0 ";"14 ";"GE-L-08-1/8''-NPT-OMD ";"7,5 ";"L ";"4446 "
"315 ";"8 ";"1/4'' NPT ";"23,0 ";"30,0 ";"15,0 ";"17 ";"GE-L-08-1/4''-NPT-OMD ";"8,45 ";"L ";"4447 "
"315 ";"8 ";"3/8'' NPT ";"23,0 ";"31,0 ";"15,3 ";"19 ";"GE-L-08-3/8''-NPT-OMD ";"11,18 ";"L ";"4448 "
"315 ";"8 ";"1/2'' NPT ";"29,0 ";"36,0 ";"20,0 ";"22 ";"GE-L-08-1/2''-NPT-OMD ";"14,66 ";"L ";"4449 "
"315 ";"10 ";"1/8'' NPT ";"18,0 ";"26,0 ";"10,0 ";"17 ";"GE-L-10-1/8''-NPT-OMD ";"9,83 ";"L ";"4450 "
"315 ";"10 ";"1/4'' NPT ";"24,0 ";"31,0 ";"15,0 ";"17 ";"GE-L-10-1/4''-NPT-OMD ";"9,98 ";"L ";"4451 "
"315 ";"10 ";"3/8'' NPT ";"25,0 ";"32,0 ";"15,3 ";"19 ";"GE-L-10-3/8''-NPT-OMD ";"12,06 ";"L ";"4452 "
"315 ";"10 ";"1/2'' NPT ";"30,0 ";"37,0 ";"20,0 ";"22 ";"GE-L-10-1/2''-NPT-OMD ";"15,2 ";"L ";"4453 "
"160 ";"10 ";"3/4'' NPT ";"31,0 ";"38,0 ";"20,0 ";"27 ";"GE-L-10-3/4''-NPT-OMD ";"18,24 ";"L ";"4454 "
"315 ";"12 ";"1/8'' NPT ";"19,0 ";"27,0 ";"10,0 ";"19 ";"GE-L-12-1/8''-NPT-OMD ";"11,19 ";"L ";"4455 "
"315 ";"12 ";"1/4'' NPT ";"25,0 ";"32,0 ";"15,0 ";"19 ";"GE-L-12-1/4''-NPT-OMD ";"11,83 ";"L ";"4456 "
"315 ";"12 ";"3/8'' NPT ";"25,0 ";"32,0 ";"15,3 ";"19 ";"GE-L-12-3/8''-NPT-OMD ";"12,6 ";"L ";"4457 "
"315 ";"12 ";"1/2'' NPT ";"30,0 ";"37,0 ";"20,0 ";"22 ";"GE-L-12-1/2''-NPT-OMD ";"13,39 ";"L ";"4458 "
"160 ";"12 ";"3/4'' NPT ";"31,0 ";"38,0 ";"20,0 ";"27 ";"GE-L-12-3/4''-NPT-OMD ";"19,22 ";"L ";"4459 "
"315 ";"15 ";"1/4'' NPT ";"26,0 ";"33,0 ";"15,0 ";"24 ";"GE-L-15-1/4''-NPT-OMD ";"14,44 ";"L ";"4460 "
"315 ";"15 ";"3/8'' NPT ";"26,0 ";"33,0 ";"15,3 ";"24 ";"GE-L-15-3/8''-NPT-OMD ";"15,18 ";"L ";"4461 "
"315 ";"15 ";"1/2'' NPT ";"31,0 ";"38,0 ";"20,0 ";"24 ";"GE-L-15-1/2''-NPT-OMD ";"16,36 ";"L ";"4462 "
"160 ";"15 ";"3/4'' NPT ";"32,0 ";"39,0 ";"20,0 ";"27 ";"GE-L-15-3/4''-NPT-OMD ";"18,38 ";"L ";"4463 "
"160 ";"18 ";"1/4'' NPT ";"26,5 ";"34,0 ";"15,0 ";"27 ";"GE-L-18-1/4''-NPT-OMD ";"";"L ";"12152 "
"315 ";"18 ";"3/8'' NPT ";"26,5 ";"34,0 ";"15,3 ";"27 ";"GE-L-18-3/8''-NPT-OMD ";"21,09 ";"L ";"4464 "
"315 ";"18 ";"1/2'' NPT ";"31,5 ";"39,0 ";"20,0 ";"27 ";"GE-L-18-1/2''-NPT-OMD ";"19,5 ";"L ";"4465 "
"160 ";"18 ";"3/4'' NPT ";"31,5 ";"39,0 ";"20,0 ";"27 ";"GE-L-18-3/4''-NPT-OMD ";"21,04 ";"L ";"4466 "
"160 ";"18 ";"1'' NPT ";"37,5 ";"45,0 ";"25,0 ";"36 ";"GE-L-18-1''-NPT-OMD ";"32,16 ";"L ";"4467 "
"160 ";"22 ";"3/8'' NPT ";"28,5 ";"36,0 ";"15,3 ";"32 ";"GE-L-22-3/8''-NPT-OMD ";"28,04 ";"L ";"4468 "
"160 ";"22 ";"1/2'' NPT ";"33,5 ";"41,0 ";"20,0 ";"32 ";"GE-L-22-1/2''-NPT-OMD ";"23,44 ";"L ";"4469 "
