"Druck  Pressure  PN";"Rohr A.D.  Tube O.D.  D1";"Gewinde  Thread  G";"Ca. Maﬂe  Approx. Dimensions  L1";"Ca. Maﬂe  Approx. Dimensions  L2";"Ca. Maﬂe  Approx. Dimensions  i";"    SW1";"Ca. Maﬂe  Approx. Dimensions  SW3";"Art.-Nr.";"Brutto preis";"Serie";"ID"
"315 ";"6 ";"1/8'' NPT ";"34 ";"19,0 ";"11,6 ";"14 ";"14 ";"GAI-L-06-1/8''-NPT ";"16,71 ";"L ";"6551 "
"315 ";"6 ";"1/4'' NPT ";"38 ";"23,5 ";"16,4 ";"19 ";"14 ";"GAI-L-06-1/4''-NPT ";"16,71 ";"L ";"6552 "
"315 ";"6 ";"3/8'' NPT ";"";"";"17,4 ";"24 ";"14 ";"GAI-L-06-3/8''-NPT ";"";"L ";"6553 "
"315 ";"8 ";"1/4'' NPT ";"38 ";"23,5 ";"16,4 ";"19 ";"17 ";"GAI-L-08-1/4''-NPT ";"17,4 ";"L ";"6554 "
"315 ";"8 ";"3/8'' NPT ";"39 ";"25,0 ";"17,4 ";"24 ";"17 ";"GAI-L-08-3/8''-NPT ";"29,9 ";"L ";"6555 "
"315 ";"10 ";"1/4'' NPT ";"39 ";"24,0 ";"16,4 ";"19 ";"19 ";"GAI-L-10-1/4''-NPT ";"17,96 ";"L ";"6556 "
"315 ";"10 ";"3/8'' NPT ";"43 ";"26,0 ";"17,4 ";"24 ";"19 ";"GAI-L-10-3/8''-NPT ";"21,89 ";"L ";"6557 "
"315 ";"10 ";"1/2'' NPT ";"";"";"22,6 ";"27 ";"19 ";"GAI-L-10-1/2''-NPT ";"22,11 ";"L ";"6558 "
"315 ";"12 ";"1/4'' NPT ";"42 ";"25,0 ";"16,4 ";"19 ";"22 ";"GAI-L-12-1/4''-NPT ";"18,49 ";"L ";"6559 "
"315 ";"12 ";"3/8'' NPT ";"42 ";"27,0 ";"17,4 ";"24 ";"22 ";"GAI-L-12-3/8''-NPT ";"21,89 ";"L ";"6560 "
"315 ";"12 ";"1/2'' NPT ";"47 ";"32,0 ";"22,6 ";"27 ";"22 ";"GAI-L-12-1/2''-NPT ";"23,01 ";"L ";"6561 "
"315 ";"15 ";"3/8'' NPT ";"";"26,0 ";"17,4 ";"24 ";"27 ";"GAI-L-15-3/8''-NPT ";"";"L ";"6562 "
"315 ";"15 ";"1/2'' NPT ";"48 ";"31,0 ";"22,6 ";"27 ";"27 ";"GAI-L-15-1/2''-NPT ";"29,89 ";"L ";"6563 "
"315 ";"18 ";"1/2'' NPT ";"49 ";"32,5 ";"22,6 ";"27 ";"27 ";"GAI-L-18-1/2''-NPT ";"35,22 ";"L ";"6564 "
"160 ";"22 ";"3/4'' NPT ";"52 ";"35,5 ";"23,1 ";"36 ";"36 ";"GAI-L-22-3/4''-NPT ";"62,51 ";"L ";"6565 "
"160 ";"28 ";"1'' NPT ";"57 ";"40,5 ";"27,8 ";"41 ";"41 ";"GAI-L-28-1''-NPT ";"88,5 ";"L ";"6566 "
"160 ";"35 ";"1 1/4'' NPT ";"62 ";"40,5 ";"28,3 ";"55 ";"50 ";"GAI-L-35-1 1/4''-NPT ";"121,06 ";"L ";"6567 "
"160 ";"42 ";"1 1/2'' NPT ";"65 ";"42,0 ";"28,3 ";"55 ";"60 ";"GAI-L-42-1 1/2''-NPT ";"140,83 ";"L ";"6568 "
"630 ";"6 ";"1/4'' NPT ";"41 ";"26,0 ";"16,4 ";"19 ";"17 ";"GAI-S-06-1/4''-NPT ";"19,04 ";"S ";"6569 "
"630 ";"8 ";"1/4'' NPT ";"41 ";"26,0 ";"16,4 ";"19 ";"19 ";"GAI-S-08-1/4''-NPT ";"19,7 ";"S ";"6570 "
"630 ";"10 ";"3/8'' NPT ";"44 ";"27,0 ";"17,4 ";"24 ";"22 ";"GAI-S-10-3/8''-NPT ";"21,94 ";"S ";"6571 "
"630 ";"12 ";"3/8'' NPT ";"44 ";"27,5 ";"17,4 ";"24 ";"24 ";"GAI-S-12-3/8''-NPT ";"23,35 ";"S ";"6572 "
"630 ";"12 ";"1/2'' NPT ";"50 ";"33,5 ";"22,6 ";"27 ";"24 ";"GAI-S-12-1/2''-NPT ";"31,05 ";"S ";"6573 "
"630 ";"14 ";"1/2'' NPT ";"53 ";"35,0 ";"22,6 ";"27 ";"27 ";"GAI-S-14-1/2''-NPT ";"34,81 ";"S ";"6574 "
"400 ";"16 ";"3/8'' NPT ";"48 ";"27,5 ";"17,4 ";"27 ";"30 ";"GAI-S-16-3/8''-NPT ";"34,81 ";"S ";"6575 "
"400 ";"16 ";"1/2'' NPT ";"50 ";"34,5 ";"22,6 ";"27 ";"30 ";"GAI-S-16-1/2''-NPT ";"34,81 ";"S ";"6576 "
"400 ";"20 ";"3/4'' NPT ";"57 ";"35,5 ";"23,1 ";"32 ";"36 ";"GAI-S-20-3/4''-NPT ";"68,48 ";"S ";"6577 "
"400 ";"25 ";"1'' NPT ";"65 ";"41,0 ";"27,8 ";"41 ";"46 ";"GAI-S-25-1''-NPT ";"98,52 ";"S ";"6578 "
"400 ";"30 ";"1 1/4'' NPT ";"70 ";"43,5 ";"28,3 ";"55 ";"50 ";"GAI-S-30-1 1/4''-NPT ";"147 ";"S ";"6579 "
"315 ";"38 ";"1 1/2'' NPT ";"74 ";"43,0 ";"28,3 ";"60 ";"60 ";"GAI-S-38-1 1/2''-NPT ";"158,9 ";"S ";"6580 "
