"Druck  Pressure  PN";"Rohr A.D.  Tube O.D.  D1";"Gewinde  Thread  G";"Ca. Maﬂe  Approx. Dimensions  L1";"Ca. Maﬂe  Approx. Dimensions  L2";"Ca. Maﬂe  Approx. Dimensions  L3";"Ca. Maﬂe  Approx. Dimensions  i";"Ca. Maﬂe  Approx. Dimensions  SW2";"Ca. Maﬂe  Approx. Dimensions  SW3";"Art.-Nr.";"Brutto preis";"Serie";"ID"
"315 ";"6 ";"1/8'' NPT ";"27,0 ";"12,0 ";"20,0 ";"10,0 ";"12 ";"14 ";"WE-L-06-1/8''-NPT ";"16,51 ";"L ";"5269 "
"315 ";"6 ";"1/4'' NPT ";"29,0 ";"14,0 ";"26,0 ";"15,0 ";"12 ";"14 ";"WE-L-06-1/4''-NPT ";"17,46 ";"L ";"5270 "
"315 ";"6 ";"3/8'' NPT ";"33,0 ";"18,0 ";"28,0 ";"15,3 ";"14 ";"14 ";"WE-L-06-3/8''-NPT ";"23,19 ";"L ";"5271 "
"315 ";"6 ";"1/2'' NPT ";"30,5 ";"15,5 ";"30,0 ";"20,0 ";"17 ";"14 ";"WE-L-06-1/2''-NPT ";"27,07 ";"L ";"5272 "
"315 ";"8 ";"1/8'' NPT ";"29,0 ";"14,0 ";"26,0 ";"10,0 ";"12 ";"17 ";"WE-L-08-1/8''-NPT ";"18,56 ";"L ";"5273 "
"315 ";"8 ";"1/4'' NPT ";"29,0 ";"14,0 ";"26,0 ";"15,0 ";"12 ";"17 ";"WE-L-08-1/4''-NPT ";"19,43 ";"L ";"5274 "
"315 ";"8 ";"3/8'' NPT ";"29,0 ";"14,0 ";"26,0 ";"15,3 ";"14 ";"17 ";"WE-L-08-3/8''-NPT ";"23,67 ";"L ";"5275 "
"315 ";"8 ";"1/2'' NPT ";"34,5 ";"19,5 ";"30,0 ";"20,0 ";"17 ";"17 ";"WE-L-08-1/2''-NPT ";"27,3 ";"L ";"5276 "
"315 ";"10 ";"1/8'' NPT ";"30,0 ";"15,0 ";"27,0 ";"10,0 ";"14 ";"19 ";"WE-L-10-1/8''-NPT ";"23,47 ";"L ";"5277 "
"315 ";"10 ";"1/4'' NPT ";"30,0 ";"15,0 ";"27,0 ";"15,0 ";"14 ";"19 ";"WE-L-10-1/4''-NPT ";"22,6 ";"L ";"5278 "
"315 ";"10 ";"3/8'' NPT ";"32,0 ";"17,0 ";"28,0 ";"15,3 ";"14 ";"19 ";"WE-L-10-3/8''-NPT ";"23,78 ";"L ";"5279 "
"315 ";"10 ";"1/2'' NPT ";"37,0 ";"21,0 ";"33,0 ";"20,0 ";"17 ";"19 ";"WE-L-10-1/2''-NPT ";"26,84 ";"L ";"5280 "
"315 ";"12 ";"1/8'' NPT ";"32,0 ";"17,0 ";"28,0 ";"10,0 ";"17 ";"22 ";"WE-L-12-1/8''-NPT ";"24,9 ";"L ";"5281 "
"315 ";"12 ";"1/4'' NPT ";"32,0 ";"17,0 ";"28,0 ";"15,0 ";"17 ";"22 ";"WE-L-12-1/4''-NPT ";"24,31 ";"L ";"5282 "
"315 ";"12 ";"3/8'' NPT ";"32,0 ";"17,0 ";"28,0 ";"15,3 ";"17 ";"22 ";"WE-L-12-3/8''-NPT ";"24,31 ";"L ";"5283 "
"315 ";"12 ";"1/2'' NPT ";"36,0 ";"21,0 ";"32,5 ";"20,0 ";"17 ";"22 ";"WE-L-12-1/2''-NPT ";"27,07 ";"L ";"5284 "
"315 ";"15 ";"3/8'' NPT ";"36,0 ";"21,0 ";"34,0 ";"15,3 ";"19 ";"27 ";"WE-L-15-3/8''-NPT ";"30,65 ";"L ";"5285 "
"315 ";"15 ";"1/2'' NPT ";"36,0 ";"21,0 ";"34,0 ";"20,0 ";"19 ";"27 ";"WE-L-15-1/2''-NPT ";"30,65 ";"L ";"5286 "
"160 ";"15 ";"3/4'' NPT ";"36,0 ";"21,0 ";"42,0 ";"20,0 ";"24 ";"27 ";"WE-L-15-3/4''-NPT ";"50,14 ";"L ";"5287 "
"315 ";"18 ";"3/8'' NPT ";"40,0 ";"23,5 ";"36,0 ";"15,3 ";"24 ";"32 ";"WE-L-18-3/8''-NPT ";"43,02 ";"L ";"5288 "
"315 ";"18 ";"1/2'' NPT ";"40,0 ";"23,5 ";"36,0 ";"20,0 ";"24 ";"32 ";"WE-L-18-1/2''-NPT ";"41,9 ";"L ";"5289 "
"160 ";"18 ";"3/4'' NPT ";"38,5 ";"22,0 ";"41,0 ";"20,0 ";"24 ";"32 ";"WE-L-18-3/4''-NPT ";"51,14 ";"L ";"5290 "
"160 ";"22 ";"1/2'' NPT ";"44,0 ";"27,5 ";"42,0 ";"20,0 ";"27 ";"36 ";"WE-L-22-1/2''-NPT ";"51,64 ";"L ";"5291 "
"160 ";"22 ";"3/4'' NPT ";"44,0 ";"27,5 ";"42,0 ";"20,0 ";"27 ";"36 ";"WE-L-22-3/4''-NPT ";"51,64 ";"L ";"5292 "
"160 ";"28 ";"3/4'' NPT ";"47,0 ";"30,5 ";"48,0 ";"20,0 ";"36 ";"41 ";"WE-L-28-3/4''-NPT ";"104,75 ";"L ";"5293 "
"160 ";"28 ";"1'' NPT ";"47,0 ";"30,5 ";"48,0 ";"25,0 ";"36 ";"41 ";"WE-L-28-1''-NPT ";"97,15 ";"L ";"5294 "
