"Druck  Pressure  PN";"Rohr A.D.  Tube O.D.  D1";"Gewinde  Thread  G";"Ca. Maﬂe  Approx. Dimensions  L1";"Ca. Maﬂe  Approx. Dimensions  L2";"Ca. Maﬂe  Approx. Dimensions  L3";"Ca. Maﬂe  Approx. Dimensions  i";"Ca. Maﬂe  Approx. Dimensions  SW2";"Ca. Maﬂe  Approx. Dimensions  SW3";"Art.-Nr.";"Brutto preis";"Serie";"ID"
"315 ";"12 ";"1/4'' NPT ";"32,0 ";"17,0 ";"28,0 ";"15,0 ";"17 ";"22 ";"WE-L-12-1/4''-NPT-SC ";"24,87 ";"L ";"5309 "
"315 ";"12 ";"1/8'' NPT ";"32,0 ";"17,0 ";"28,0 ";"10,0 ";"17 ";"22 ";"WE-L-12-1/8''-NPT-SC ";"25,46 ";"L ";"10781 "
"315 ";"12 ";"3/8'' NPT ";"32,0 ";"17,0 ";"28,0 ";"15,3 ";"17 ";"22 ";"WE-L-12-3/8''-NPT-SC ";"24,87 ";"L ";"5310 "
"315 ";"12 ";"1/2'' NPT ";"36,0 ";"21,0 ";"32,5 ";"20,0 ";"17 ";"22 ";"WE-L-12-1/2''-NPT-SC ";"27,63 ";"L ";"5311 "
"315 ";"15 ";"3/8'' NPT ";"36,0 ";"21,0 ";"34,0 ";"15,3 ";"19 ";"27 ";"WE-L-15-3/8''-NPT-SC ";"31,73 ";"L ";"5312 "
"315 ";"15 ";"1/2'' NPT ";"36,0 ";"21,0 ";"34,0 ";"20,0 ";"19 ";"27 ";"WE-L-15-1/2''-NPT-SC ";"31,73 ";"L ";"5313 "
"160 ";"15 ";"3/4'' NPT ";"36,0 ";"21,0 ";"42,0 ";"20,0 ";"24 ";"27 ";"WE-L-15-3/4''-NPT-SC ";"51,78 ";"L ";"5314 "
"315 ";"18 ";"3/8'' NPT ";"40,0 ";"23,5 ";"36,0 ";"15,3 ";"24 ";"32 ";"WE-L-18-3/8''-NPT-SC ";"44,66 ";"L ";"5315 "
"315 ";"18 ";"1/2'' NPT ";"40,0 ";"23,5 ";"36,0 ";"20,0 ";"24 ";"32 ";"WE-L-18-1/2''-NPT-SC ";"43,54 ";"L ";"5316 "
"160 ";"18 ";"3/4'' NPT ";"38,5 ";"22,0 ";"41,0 ";"20,0 ";"24 ";"32 ";"WE-L-18-3/4''-NPT-SC ";"52,78 ";"L ";"5317 "
"160 ";"22 ";"1/2'' NPT ";"44,0 ";"27,5 ";"42,0 ";"20,0 ";"27 ";"36 ";"WE-L-22-1/2''-NPT-SC ";"53,4 ";"L ";"5318 "
"160 ";"22 ";"3/4'' NPT ";"44,0 ";"27,5 ";"42,0 ";"20,0 ";"27 ";"36 ";"WE-L-22-3/4''-NPT-SC ";"53,4 ";"L ";"5319 "
"160 ";"28 ";"3/4'' NPT ";"47,0 ";"30,5 ";"48,0 ";"20,0 ";"36 ";"41 ";"WE-L-28-3/4''-NPT-SC ";"106,75 ";"L ";"5320 "
"160 ";"28 ";"1'' NPT ";"47,0 ";"30,5 ";"48,0 ";"25,0 ";"36 ";"41 ";"WE-L-28-1''-NPT-SC ";"99,15 ";"L ";"5321 "
"160 ";"35 ";"1 1/4'' NPT ";"56,0 ";"34,5 ";"54,0 ";"25,5 ";"41 ";"50 ";"WE-L-35-1 1/4''-NPT-SC ";"154,55 ";"L ";"5322 "
"160 ";"42 ";"1 1/2'' NPT ";"63,0 ";"40,0 ";"61,0 ";"26,0 ";"50 ";"60 ";"WE-L-42-1 1/2''-NPT-SC ";"211,4 ";"L ";"5323 "
