"Druck  Pressure  PN";"Rohr A.D.  Tube O.D.  D1";"Gewinde  Thread  G";"Ca. Maﬂe  Approx. Dimensions  L1";"Ca. Maﬂe  Approx. Dimensions  L2";"Ca. Maﬂe  Approx. Dimensions  L3";"Ca. Maﬂe  Approx. Dimensions  i";"Ca. Maﬂe  Approx. Dimensions  SW2";"Ca. Maﬂe  Approx. Dimensions  SW3";"Art.-Nr.";"Brutto preis";"Serie";"ID"
"315 ";"6 ";"1/8'' NPT ";"27,0 ";"12,0 ";"20,0 ";"10,0 ";"12 ";"14 ";"WE-L-06-1/8''-NPT-SC ";"16,83 ";"L ";"5297 "
"315 ";"6 ";"1/4'' NPT ";"29,0 ";"14,0 ";"26,0 ";"15,0 ";"12 ";"14 ";"WE-L-06-1/4''-NPT-SC ";"17,78 ";"L ";"5298 "
"315 ";"6 ";"3/8'' NPT ";"33,0 ";"18,0 ";"28,0 ";"15,3 ";"14 ";"14 ";"WE-L-06-3/8''-NPT-SC ";"23,51 ";"L ";"5299 "
"315 ";"6 ";"1/2'' NPT ";"30,5 ";"15,5 ";"30,0 ";"20,0 ";"17 ";"14 ";"WE-L-06-1/2''-NPT-SC ";"27,39 ";"L ";"5300 "
"315 ";"8 ";"1/8'' NPT ";"29,0 ";"14,0 ";"26,0 ";"10,0 ";"12 ";"17 ";"WE-L-08-1/8''-NPT-SC ";"19 ";"L ";"5301 "
"315 ";"8 ";"1/4'' NPT ";"29,0 ";"14,0 ";"26,0 ";"15,0 ";"12 ";"17 ";"WE-L-08-1/4''-NPT-SC ";"19,87 ";"L ";"5302 "
"315 ";"8 ";"3/8'' NPT ";"29,0 ";"14,0 ";"26,0 ";"15,3 ";"14 ";"17 ";"WE-L-08-3/8''-NPT-SC ";"24,11 ";"L ";"5303 "
"315 ";"8 ";"1/2'' NPT ";"34,5 ";"19,5 ";"30,0 ";"20,0 ";"17 ";"17 ";"WE-L-08-1/2''-NPT-SC ";"27,74 ";"L ";"5304 "
"315 ";"10 ";"1/8'' NPT ";"30,0 ";"15,0 ";"27,0 ";"10,0 ";"14 ";"19 ";"WE-L-10-1/8''-NPT-SC ";"23,91 ";"L ";"5305 "
"315 ";"10 ";"1/4'' NPT ";"30,0 ";"15,0 ";"27,0 ";"15,0 ";"14 ";"19 ";"WE-L-10-1/4''-NPT-SC ";"23,04 ";"L ";"5306 "
"315 ";"10 ";"3/8'' NPT ";"32,0 ";"17,0 ";"28,0 ";"15,3 ";"14 ";"19 ";"WE-L-10-3/8''-NPT-SC ";"24,22 ";"L ";"5307 "
"315 ";"10 ";"1/2'' NPT ";"37,0 ";"21,0 ";"33,0 ";"20,0 ";"17 ";"19 ";"WE-L-10-1/2''-NPT-SC ";"27,28 ";"L ";"5308 "
