"Druck  Pressure  PN";"Rohr A.D.  Tube O.D.  D1";"Gewinde  Thread  G";"Ca. Maﬂe  Approx. Dimensions  L1";"Ca. Maﬂe  Approx. Dimensions  L2";"Ca. Maﬂe  Approx. Dimensions  L5";"Ca. Maﬂe  Approx. Dimensions  SW2";"Ca. Maﬂe  Approx. Dimensions  SW3";"Art.-Nr.";"Brutto preis";"Serie";"ID"
"500 ";"6 ";"M 12 x 1,5 ";"27 ";"12,0 ";"26,0 ";"12 ";"14 ";"EL-DKOL-06-SC ";"38,55 ";"L ";"8930 "
"500 ";"8 ";"M 14 x 1,5 ";"29 ";"14,0 ";"27,5 ";"12 ";"17 ";"EL-DKOL-08-SC ";"40,07 ";"L ";"8931 "
"500 ";"10 ";"M 16 x 1,5 ";"30 ";"15,0 ";"29,0 ";"14 ";"19 ";"EL-DKOL-10-SC ";"50,4 ";"L ";"8932 "
"400 ";"12 ";"M 18 x 1,5 ";"32 ";"17,0 ";"29,5 ";"17 ";"22 ";"EL-DKOL-12-SC ";"54,27 ";"L ";"8933 "
"400 ";"15 ";"M 22 x 1,5 ";"36 ";"21,0 ";"32,5 ";"19 ";"27 ";"EL-DKOL-15-SC ";"73,74 ";"L ";"8934 "
"400 ";"18 ";"M 26 x 1,5 ";"40 ";"23,5 ";"35,5 ";"24 ";"32 ";"EL-DKOL-18-SC ";"97,87 ";"L ";"8935 "
"250 ";"22 ";"M 30 x 2 ";"44 ";"27,5 ";"38,5 ";"27 ";"36 ";"EL-DKOL-22-SC ";"121,12 ";"L ";"8936 "
"250 ";"28 ";"M 36 x 2 ";"47 ";"30,5 ";"41,5 ";"36 ";"41 ";"EL-DKOL-28-SC ";"195,74 ";"L ";"8937 "
"250 ";"35 ";"M 45 x 2 ";"56 ";"34,5 ";"51,0 ";"41 ";"50 ";"EL-DKOL-35-SC ";"301,44 ";"L ";"8938 "
"250 ";"42 ";"M 52 x 2 ";"63 ";"40,0 ";"56,0 ";"50 ";"60 ";"EL-DKOL-42-SC ";"415,12 ";"L ";"8939 "
"800 ";"6 ";"M 14 x 1,5 ";"31 ";"16,0 ";"27,0 ";"12 ";"17 ";"EL-DKOS-06-SC ";"40,33 ";"S ";"8940 "
"800 ";"8 ";"M 16 x 1,5 ";"32 ";"17,0 ";"27,5 ";"14 ";"19 ";"EL-DKOS-08-SC ";"43,65 ";"S ";"8941 "
"800 ";"10 ";"M 18 x 1,5 ";"34 ";"17,5 ";"30,0 ";"17 ";"22 ";"EL-DKOS-10-SC ";"54,5 ";"S ";"8942 "
"630 ";"12 ";"M 20 x 1,5 ";"38 ";"21,5 ";"31,0 ";"17 ";"24 ";"EL-DKOS-12-SC ";"60,48 ";"S ";"8943 "
"630 ";"14 ";"M 22 x 1,5 ";"40 ";"22,0 ";"35,0 ";"19 ";"27 ";"EL-DKOS-14-SC ";"77,26 ";"S ";"8944 "
"630 ";"16 ";"M 24 x 1,5 ";"43 ";"24,5 ";"36,5 ";"24 ";"30 ";"EL-DKOS-16-SC ";"97,71 ";"S ";"8945 "
"420 ";"20 ";"M 30 x 2 ";"48 ";"26,5 ";"44,5 ";"27 ";"36 ";"EL-DKOS-20-SC ";"123,92 ";"S ";"8946 "
"420 ";"25 ";"M 36 x 2 ";"54 ";"30,0 ";"50,0 ";"36 ";"46 ";"EL-DKOS-25-SC ";"208,47 ";"S ";"8947 "
"420 ";"30 ";"M 42 x 2 ";"62 ";"35,5 ";"55,0 ";"41 ";"50 ";"EL-DKOS-30-SC ";"309,99 ";"S ";"8948 "
"420 ";"38 ";"M 52 x 2 ";"72 ";"41,0 ";"63,0 ";"50 ";"60 ";"EL-DKOS-38-SC ";"427,99 ";"S ";"8949 "
