"Druck  Pressure  PN";"Gewinde  Thread  G = NPT";"Gewinde  Thread  G1 = NPT";"Ca. Maﬂe  Approx. Dimensions  L";"Ca. Maﬂe  Approx. Dimensions  L1";"Ca. Maﬂe  Approx. Dimensions  L2";"Ca. Maﬂe  Approx. Dimensions  SW";"Art.-Nr.";"Brutto preis";"Serie";"ID"
"400 ";"3/4''-14 ";"1/2''-14 ";"36,0 ";"18,0 ";"15,0 ";"32 ";"1050516-12-08 ";"49 ";"";"11215 "
