"Druck  Pressure  PN";"Rohr A.D.  Tube O.D.  D1";"Gewinde  Thread  G";"Ca. Maﬂe  Approx. Dimensions  L2";"Ca. Maﬂe  Approx. Dimensions  L9";"Ca. Maﬂe  Approx. Dimensions  i";"Ca. Maﬂe  Approx. Dimensions  SW1";"Art.-Nr.";"Brutto preis";"Serie";"ID"
"315 ";"6 ";"M 10 x 1 ";"8,5 ";"23,5 ";"8 ";"14 ";"GE-L-06-M 10x1-OMD ";"3,57 ";"L ";"4103 "
"315 ";"6 ";"M 12 x 1,5 ";"10,0 ";"29,0 ";"12 ";"17 ";"GE-L-06-M 12x1,5-OMD ";"6,13 ";"L ";"4104 "
"315 ";"6 ";"M 14 x 1,5 ";"10,0 ";"29,0 ";"12 ";"19 ";"GE-L-06-M 14x1,5-OMD ";"6,64 ";"L ";"4105 "
"315 ";"8 ";"M 10 x 1 ";"9,5 ";"24,5 ";"8 ";"17 ";"GE-L-08-M 10x1-OMD ";"5,65 ";"L ";"4106 "
"315 ";"8 ";"M 12 x 1,5 ";"10,0 ";"29,0 ";"12 ";"17 ";"GE-L-08-M 12x1,5-OMD ";"5,07 ";"L ";"4107 "
"315 ";"8 ";"M 14 x 1,5 ";"10,0 ";"29,0 ";"12 ";"19 ";"GE-L-08-M 14x1,5-OMD ";"6,35 ";"L ";"4108 "
"315 ";"8 ";"M 16 x 1,5 ";"11,5 ";"30,5 ";"12 ";"22 ";"GE-L-08-M 16x1,5-OMD ";"8,7 ";"L ";"4109 "
"315 ";"8 ";"M 18 x 1,5 ";"11,5 ";"30,5 ";"12 ";"24 ";"GE-L-08-M 18x1,5-OMD ";"11,75 ";"L ";"4110 "
"315 ";"10 ";"M 10 x 1 ";"11,0 ";"26,0 ";"8 ";"17 ";"GE-L-10-M 10x1-OMD ";"7,84 ";"L ";"4111 "
"315 ";"10 ";"M 12 x 1,5 ";"11,5 ";"30,0 ";"12 ";"17 ";"GE-L-10-M 12x1,5-OMD ";"7,15 ";"L ";"4112 "
"315 ";"10 ";"M 14 x 1,5 ";"11,0 ";"30,0 ";"12 ";"19 ";"GE-L-10-M 14x1,5-OMD ";"4,97 ";"L ";"4113 "
"315 ";"10 ";"M 16 x 1,5 ";"12,5 ";"31,5 ";"12 ";"22 ";"GE-L-10-M 16x1,5-OMD ";"8,66 ";"L ";"4114 "
"315 ";"10 ";"M 18 x 1,5 ";"12,5 ";"31,5 ";"12 ";"24 ";"GE-L-10-M 18x1,5-OMD ";"11,21 ";"L ";"4115 "
"315 ";"10 ";"M 22 x 1,5 ";"14,0 ";"35,0 ";"14 ";"27 ";"GE-L-10-M 22x1,5-OMD ";"17,09 ";"L ";"4116 "
"315 ";"12 ";"M 12 x 1,5 ";"13,0 ";"32,0 ";"12 ";"19 ";"GE-L-12-M 12x1,5-OMD ";"7,61 ";"L ";"4117 "
"315 ";"12 ";"M 14 x 1,5 ";"12,5 ";"31,5 ";"12 ";"19 ";"GE-L-12-M 14x1,5-OMD ";"7,51 ";"L ";"4118 "
"315 ";"12 ";"M 16 x 1,5 ";"12,5 ";"31,5 ";"12 ";"22 ";"GE-L-12-M 16x1,5-OMD ";"7,05 ";"L ";"4119 "
"315 ";"12 ";"M 18 x 1,5 ";"12,5 ";"31,5 ";"12 ";"24 ";"GE-L-12-M 18x1,5-OMD ";"10,68 ";"L ";"4120 "
"315 ";"12 ";"M 22 x 1,5 ";"14,0 ";"35,0 ";"14 ";"27 ";"GE-L-12-M 22x1,5-OMD ";"16,82 ";"L ";"4121 "
"315 ";"15 ";"M 16 x 1,5 ";"13,5 ";"32,5 ";"12 ";"24 ";"GE-L-15-M 16x1,5-OMD ";"9,64 ";"L ";"4122 "
"315 ";"15 ";"M 18 x 1,5 ";"13,5 ";"32,5 ";"12 ";"24 ";"GE-L-15-M 18x1,5-OMD ";"9,15 ";"L ";"4123 "
"315 ";"15 ";"M 22 x 1,5 ";"15,0 ";"36,0 ";"14 ";"27 ";"GE-L-15-M 22x1,5-OMD ";"15,57 ";"L ";"4124 "
"315 ";"18 ";"M 18 x 1,5 ";"14,0 ";"33,5 ";"12 ";"27 ";"GE-L-18-M 18x1,5-OMD ";"12,75 ";"L ";"4125 "
"315 ";"18 ";"M 22 x 1,5 ";"14,5 ";"36,0 ";"14 ";"27 ";"GE-L-18-M 22x1,5-OMD ";"12,05 ";"L ";"4126 "
"160 ";"18 ";"M 26 x 1,5 ";"14,5 ";"38,0 ";"16 ";"32 ";"GE-L-18-M 26x1,5-OMD ";"19,86 ";"L ";"4127 "
"160 ";"22 ";"M 22 x 1,5 ";"17,5 ";"38,0 ";"14 ";"32 ";"GE-L-22-M 22x1,5-OMD ";"21,19 ";"L ";"4128 "
"160 ";"22 ";"M 26 x 1,5 ";"16,5 ";"40,0 ";"16 ";"32 ";"GE-L-22-M 26x1,5-OMD ";"16,89 ";"L ";"4129 "
"160 ";"28 ";"M 33 x 2 ";"17,5 ";"43,0 ";"18 ";"41 ";"GE-L-28-M 33x2-OMD ";"28,35 ";"L ";"4130 "
"160 ";"35 ";"M 42 x 2 ";"17,5 ";"48,0 ";"20 ";"50 ";"GE-L-35-M 42x2-OMD ";"32,58 ";"L ";"4131 "
"160 ";"42 ";"M 48 x 2 ";"19,0 ";"52,0 ";"22 ";"55 ";"GE-L-42-M 48x2-OMD ";"44,15 ";"L ";"4132 "
