"Druck  Pressure  PN";"Rohr A.D.  Tube O.D.  D1";"Gewinde  Thread  G";"Ca. Maﬂe  Approx. Dimensions  L1";"Ca. Maﬂe  Approx. Dimensions  L2";"Ca. Maﬂe  Approx. Dimensions  i";"    SW1";"Ca. Maﬂe  Approx. Dimensions  SW3";"Art.-Nr.";"Brutto preis";"Serie";"ID"
"315 ";"6 ";"G 1/8'' ";"23,0 ";"8,5 ";"8 ";"14 ";"14 ";"GE-LR-06-G 1/8'' ";"5,88 ";"L ";"3503 "
"315 ";"6 ";"G 1/4'' ";"27,0 ";"9,0 ";"12 ";"19 ";"14 ";"GE-LR-06-G 1/4'' ";"10,12 ";"L ";"3504 "
"315 ";"6 ";"G 3/8'' ";"27,0 ";"11,5 ";"12 ";"22 ";"14 ";"GE-LR-06-G 3/8'' ";"14,57 ";"L ";"3505 "
"315 ";"6 ";"G 1/2'' ";"29,0 ";"12,0 ";"14 ";"27 ";"14 ";"GE-LR-06-G 1/2'' ";"15,85 ";"L ";"3506 "
"315 ";"8 ";"G 1/8'' ";"26,0 ";"9,5 ";"8 ";"14 ";"17 ";"GE-LR-08-G 1/8'' ";"8,33 ";"L ";"3507 "
"315 ";"8 ";"G 1/4'' ";"25,0 ";"10,0 ";"12 ";"19 ";"17 ";"GE-LR-08-G 1/4'' ";"7,46 ";"L ";"3508 "
"315 ";"8 ";"G 3/8'' ";"28,5 ";"11,5 ";"12 ";"22 ";"17 ";"GE-LR-08-G 3/8'' ";"11,38 ";"L ";"3509 "
"315 ";"8 ";"G 1/2'' ";"28,5 ";"13,0 ";"14 ";"27 ";"17 ";"GE-LR-08-G 1/2'' ";"14,57 ";"L ";"3510 "
"315 ";"10 ";"G 1/8'' ";"27,5 ";"11,0 ";"8 ";"17 ";"19 ";"GE-LR-10-G 1/8'' ";"9 ";"L ";"3511 "
"315 ";"10 ";"G 1/4'' ";"26,0 ";"11,0 ";"12 ";"19 ";"19 ";"GE-LR-10-G 1/4'' ";"8,39 ";"L ";"3512 "
"315 ";"10 ";"G 3/8'' ";"30,5 ";"12,5 ";"12 ";"22 ";"19 ";"GE-LR-10-G 3/8'' ";"12,76 ";"L ";"3513 "
"315 ";"10 ";"G 1/2'' ";"32,5 ";"13,0 ";"14 ";"27 ";"19 ";"GE-LR-10-G 1/2'' ";"15,85 ";"L ";"3514 "
"315 ";"10 ";"G 3/4'' ";"30,5 ";"14,0 ";"16 ";"32 ";"19 ";"GE-LR-10-G 3/4'' ";"19,69 ";"L ";"3515 "
