"Druck  Pressure  PN";"Rohr A.D.  Tube O.D.  D1";"Gewinde  Thread  G";"Ca. Maﬂe  Approx. Dimensions  L1";"Ca. Maﬂe  Approx. Dimensions  L2";"Ca. Maﬂe  Approx. Dimensions  i";"    SW1";"Ca. Maﬂe  Approx. Dimensions  SW3";"Art.-Nr.";"Brutto preis";"Serie";"ID"
"800 ";"6 ";"G 1/8'' ";"28,0 ";"13,0 ";"8 ";"14 ";"17 ";"GE-SR-06-G 1/8''-wd-SC ";"11,28 ";"S ";"3957 "
"800 ";"6 ";"G 1/4'' ";"28,0 ";"13,0 ";"12 ";"19 ";"17 ";"GE-SR-06-G 1/4''-wd-SC ";"11,28 ";"S ";"3958 "
"800 ";"6 ";"G 3/8'' ";"30,0 ";"15,5 ";"12 ";"22 ";"19 ";"GE-SR-06-G 3/8''-wd-SC ";"13,53 ";"S ";"3959 "
"630 ";"6 ";"G 1/2'' ";"34,0 ";"17,0 ";"14 ";"27 ";"19 ";"GE-SR-06-G 1/2''-wd-SC ";"17,67 ";"S ";"3960 "
"800 ";"8 ";"G 1/8'' ";"30,0 ";"14,0 ";"8 ";"17 ";"19 ";"GE-SR-08-G 1/8''-wd-SC ";"12,92 ";"S ";"3961 "
"800 ";"8 ";"G 1/4'' ";"30,0 ";"15,0 ";"12 ";"19 ";"19 ";"GE-SR-08-G 1/4''-wd-SC ";"10,97 ";"S ";"3962 "
"800 ";"8 ";"G 3/8'' ";"31,5 ";"15,5 ";"12 ";"22 ";"19 ";"GE-SR-08-G 3/8''-wd-SC ";"12,28 ";"S ";"3963 "
"630 ";"8 ";"G 1/2'' ";"31,5 ";"15,0 ";"14 ";"27 ";"19 ";"GE-SR-08-G 1/2''-wd-SC ";"17,82 ";"S ";"3964 "
"800 ";"10 ";"G 1/8'' ";"31,0 ";"13,5 ";"8 ";"19 ";"22 ";"GE-SR-10-G 1/8''-wd-SC ";"15,64 ";"S ";"3965 "
"800 ";"10 ";"G 1/4'' ";"32,0 ";"14,5 ";"12 ";"19 ";"22 ";"GE-SR-10-G 1/4''-wd-SC ";"13,85 ";"S ";"3966 "
"800 ";"10 ";"G 3/8'' ";"33,0 ";"15,0 ";"12 ";"22 ";"22 ";"GE-SR-10-G 3/8''-wd-SC ";"13,55 ";"S ";"3967 "
"630 ";"10 ";"G 1/2'' ";"32,0 ";"13,5 ";"14 ";"27 ";"22 ";"GE-SR-10-G 1/2''-wd-SC ";"18,4 ";"S ";"3968 "
"420 ";"10 ";"G 3/4'' ";"35,0 ";"17,5 ";"16 ";"32 ";"22 ";"GE-SR-10-G 3/4''-wd-SC ";"29,45 ";"S ";"3969 "
"630 ";"12 ";"G 1/4'' ";"34,5 ";"16,5 ";"12 ";"22 ";"24 ";"GE-SR-12-G 1/4''-wd-SC ";"15,74 ";"S ";"3970 "
"630 ";"12 ";"G 3/8'' ";"33,0 ";"17,0 ";"12 ";"22 ";"24 ";"GE-SR-12-G 3/8''-wd-SC ";"14,75 ";"S ";"3971 "
"630 ";"12 ";"G 1/2'' ";"34,0 ";"17,5 ";"14 ";"27 ";"24 ";"GE-SR-12-G 1/2''-wd-SC ";"20,47 ";"S ";"3972 "
"420 ";"12 ";"G 3/4'' ";"36,0 ";"17,5 ";"16 ";"32 ";"24 ";"GE-SR-12-G 3/4''-wd-SC ";"30,24 ";"S ";"3973 "
"630 ";"14 ";"G 1/4'' ";"37,0 ";"17,0 ";"12 ";"24 ";"27 ";"GE-SR-14-G 1/4''-wd-SC ";"30,91 ";"S ";"3974 "
"630 ";"14 ";"G 3/8'' ";"37,0 ";"17,0 ";"12 ";"24 ";"27 ";"GE-SR-14-G 3/8''-wd-SC ";"18,74 ";"S ";"3975 "
"630 ";"14 ";"G 1/2'' ";"37,0 ";"19,0 ";"14 ";"27 ";"27 ";"GE-SR-14-G 1/2''-wd-SC ";"20,27 ";"S ";"3976 "
"420 ";"14 ";"G 3/4'' ";"38,0 ";"19,0 ";"16 ";"32 ";"27 ";"GE-SR-14-G 3/4''-wd-SC ";"30,96 ";"S ";"3977 "
"630 ";"16 ";"G 1/4'' ";"38,0 ";"17,5 ";"12 ";"27 ";"30 ";"GE-SR-16-G 1/4''-wd-SC ";"28,91 ";"S ";"3978 "
"630 ";"16 ";"G 3/8'' ";"38,0 ";"18,0 ";"12 ";"27 ";"30 ";"GE-SR-16-G 3/8''-wd-SC ";"26,2 ";"S ";"3979 "
"630 ";"16 ";"G 1/2'' ";"37,0 ";"18,5 ";"14 ";"27 ";"30 ";"GE-SR-16-G 1/2''-wd-SC ";"26,1 ";"S ";"3980 "
"420 ";"16 ";"G 3/4'' ";"39,0 ";"20,5 ";"16 ";"32 ";"30 ";"GE-SR-16-G 3/4''-wd-SC ";"32,49 ";"S ";"3981 "
"420 ";"16 ";"G 1'' ";"43,5 ";"22,5 ";"18 ";"41 ";"30 ";"GE-SR-16-G 1''-wd-SC ";"44,15 ";"S ";"3982 "
"420 ";"20 ";"G 3/8'' ";"42,0 ";"18,0 ";"12 ";"32 ";"36 ";"GE-SR-20-G 3/8''-wd-SC ";"38,95 ";"S ";"3983 "
"420 ";"20 ";"G 1/2'' ";"44,5 ";"20,5 ";"14 ";"32 ";"36 ";"GE-SR-20-G 1/2''-wd-SC ";"36,39 ";"S ";"3984 "
"420 ";"20 ";"G 3/4'' ";"44,5 ";"20,5 ";"16 ";"32 ";"36 ";"GE-SR-20-G 3/4''-wd-SC ";"33,48 ";"S ";"3985 "
"420 ";"20 ";"G 1'' ";"47,0 ";"22,5 ";"18 ";"41 ";"36 ";"GE-SR-20-G 1''-wd-SC ";"44,47 ";"S ";"3986 "
"420 ";"20 ";"G 1 1/4'' ";"47,0 ";"22,5 ";"20 ";"50 ";"36 ";"GE-SR-20-G 1 1/4''-wd-SC ";"50,96 ";"S ";"3987 "
"420 ";"25 ";"G 1/2'' ";"50,5 ";"23,0 ";"14 ";"41 ";"46 ";"GE-SR-25-G 1/2''-wd-SC ";"57,15 ";"S ";"3988 "
"420 ";"25 ";"G 3/4'' ";"50,0 ";"23,0 ";"16 ";"41 ";"46 ";"GE-SR-25-G 3/4''-wd-SC ";"55,59 ";"S ";"3989 "
"420 ";"25 ";"G 1'' ";"50,0 ";"23,0 ";"18 ";"41 ";"46 ";"GE-SR-25-G 1''-wd-SC ";"55,15 ";"S ";"3990 "
