"Druck  Pressure  PN";"Rohr A.D.  Tube O.D.  D1";"Gewinde  Thread  G";"Ca. Maﬂe  Approx. Dimensions  L1";"Ca. Maﬂe  Approx. Dimensions  L2";"Ca. Maﬂe  Approx. Dimensions  i";"    SW1";"Ca. Maﬂe  Approx. Dimensions  SW3";"Art.-Nr.";"Brutto preis";"Serie";"ID"
"400 ";"8 ";"M 22 x 1,5 ";"29,0 ";"13,0 ";"14,0 ";"27 ";"17 ";"GE-L-08-M 22x1,5-wd-SC ";"";"";"12331 "
"500 ";"6 ";"M 10 x 1 ";"23,0 ";"8,5 ";"8 ";"14 ";"14 ";"GE-L-06-M 10x1-wd-SC ";"8,25 ";"L ";"4229 "
"500 ";"6 ";"M 12 x 1,5 ";"27,0 ";"10,0 ";"12 ";"17 ";"14 ";"GE-L-06-M 12x1,5-wd-SC ";"10,76 ";"L ";"4230 "
"500 ";"6 ";"M 14 x 1,5 ";"27,0 ";"10,0 ";"12 ";"19 ";"14 ";"GE-L-06-M 14x1,5-wd-SC ";"11,27 ";"L ";"4231 "
"500 ";"8 ";"M 10 x 1 ";"26,0 ";"9,5 ";"8 ";"17 ";"17 ";"GE-L-08-M 10x1-wd-SC ";"11,42 ";"L ";"4232 "
"500 ";"8 ";"M 12 x 1,5 ";"25,0 ";"10,0 ";"12 ";"17 ";"17 ";"GE-L-08-M 12x1,5-wd-SC ";"10,36 ";"L ";"4233 "
"500 ";"8 ";"M 14 x 1,5 ";"27,0 ";"10,0 ";"12 ";"19 ";"17 ";"GE-L-08-M 14x1,5-wd-SC ";"11,59 ";"L ";"4234 "
"400 ";"8 ";"M 16 x 1,5 ";"27,5 ";"11,5 ";"12 ";"22 ";"17 ";"GE-L-08-M 16x1,5-wd-SC ";"14,42 ";"L ";"4235 "
"400 ";"8 ";"M 18 x 1,5 ";"27,5 ";"11,5 ";"12 ";"24 ";"17 ";"GE-L-08-M 18x1,5-wd-SC ";"17,34 ";"L ";"4236 "
"500 ";"10 ";"M 10 x 1 ";"28,5 ";"11,0 ";"8 ";"17 ";"19 ";"GE-L-10-M 10x1-wd-SC ";"13,64 ";"L ";"4237 "
"500 ";"10 ";"M 12 x 1,5 ";"28,5 ";"11,5 ";"12 ";"17 ";"19 ";"GE-L-10-M 12x1,5-wd-SC ";"14,5 ";"L ";"4238 "
"500 ";"10 ";"M 14 x 1,5 ";"26,0 ";"11,0 ";"12 ";"19 ";"19 ";"GE-L-10-M 14x1,5-wd-SC ";"10,82 ";"L ";"4239 "
"400 ";"10 ";"M 16 x 1,5 ";"30,0 ";"12,5 ";"12 ";"22 ";"19 ";"GE-L-10-M 16x1,5-wd-SC ";"16,14 ";"L ";"4240 "
"400 ";"10 ";"M 18 x 1,5 ";"30,0 ";"12,5 ";"12 ";"24 ";"19 ";"GE-L-10-M 18x1,5-wd-SC ";"17,01 ";"L ";"4241 "
"400 ";"10 ";"M 22 x 1,5 ";"31,5 ";"14,0 ";"14 ";"27 ";"19 ";"GE-L-10-M 22x1,5-wd-SC ";"23,39 ";"L ";"4242 "
"400 ";"12 ";"M 12 x 1,5 ";"28,0 ";"13,0 ";"12 ";"19 ";"22 ";"GE-L-12-M 12x1,5-wd-SC ";"16,06 ";"L ";"4243 "
"400 ";"12 ";"M 14 x 1,5 ";"28,0 ";"12,5 ";"12 ";"19 ";"22 ";"GE-L-12-M 14x1,5-wd-SC ";"15,96 ";"L ";"4244 "
"400 ";"12 ";"M 16 x 1,5 ";"27,0 ";"12,5 ";"12 ";"22 ";"22 ";"GE-L-12-M 16x1,5-wd-SC ";"13,55 ";"L ";"4245 "
"400 ";"12 ";"M 18 x 1,5 ";"30,0 ";"12,5 ";"12 ";"24 ";"22 ";"GE-L-12-M 18x1,5-wd-SC ";"17,63 ";"L ";"4246 "
"400 ";"12 ";"M 22 x 1,5 ";"32,0 ";"14,0 ";"14 ";"27 ";"22 ";"GE-L-12-M 22x1,5-wd-SC ";"23,77 ";"L ";"4247 "
"400 ";"15 ";"M 16 x 1,5 ";"32,0 ";"13,5 ";"12 ";"24 ";"27 ";"GE-L-15-M 16x1,5-wd-SC ";"18,38 ";"L ";"4248 "
"400 ";"15 ";"M 18 x 1,5 ";"29,0 ";"13,5 ";"12 ";"24 ";"27 ";"GE-L-15-M 18x1,5-wd-SC ";"17,42 ";"L ";"4249 "
"400 ";"15 ";"M 22 x 1,5 ";"33,0 ";"15,0 ";"14 ";"27 ";"27 ";"GE-L-15-M 22x1,5-wd-SC ";"24,29 ";"L ";"4250 "
"400 ";"18 ";"M 18 x 1,5 ";"33,0 ";"14,0 ";"12 ";"27 ";"32 ";"GE-L-18-M 18x1,5-wd-SC ";"25,51 ";"L ";"4251 "
"400 ";"18 ";"M 22 x 1,5 ";"31,0 ";"14,5 ";"14 ";"27 ";"32 ";"GE-L-18-M 22x1,5-wd-SC ";"24,34 ";"L ";"4252 "
"250 ";"18 ";"M 26 x 1,5 ";"34,5 ";"14,5 ";"16 ";"32 ";"32 ";"GE-L-18-M 26x1,5-wd-SC ";"34,54 ";"L ";"4253 "
"250 ";"22 ";"M 22 x 1,5 ";"38,0 ";"17,5 ";"14 ";"32 ";"36 ";"GE-L-22-M 22x1,5-wd-SC ";"37,26 ";"L ";"4254 "
"250 ";"22 ";"M 26 x 1,5 ";"33,0 ";"16,5 ";"16 ";"32 ";"36 ";"GE-L-22-M 26x1,5-wd-SC ";"32,69 ";"L ";"4255 "
"250 ";"28 ";"M 33 x 2 ";"34,0 ";"17,5 ";"18 ";"41 ";"41 ";"GE-L-28-M 33x2-wd-SC ";"47,38 ";"L ";"4256 "
"250 ";"35 ";"M 42 x 2 ";"39,0 ";"17,5 ";"20 ";"50 ";"50 ";"GE-L-35-M 42x2-wd-SC ";"58,17 ";"L ";"4257 "
"250 ";"42 ";"M 48 x 2 ";"42,0 ";"19,0 ";"22 ";"55 ";"60 ";"GE-L-42-M 48x2-wd-SC ";"81,01 ";"L ";"4258 "
