"Druck  Pressure  PN";"Rohr A.D.  Tube O.D.  D1";"Gewinde  Thread  G";"Ca. Maﬂe  Approx. Dimensions  L1";"Ca. Maﬂe  Approx. Dimensions  L2";"Ca. Maﬂe  Approx. Dimensions  L5";"Ca. Maﬂe  Approx. Dimensions  SW2";"Ca. Maﬂe  Approx. Dimensions  SW3";"Art.-Nr.";"Brutto preis";"Serie";"ID"
"315 ";"6 ";"M 12 x 1,5 ";"27 ";"12,0 ";"26,0 ";"12 ";"14 ";"EVT-L-06-SC ";"31,13 ";"L ";"7132 "
"315 ";"8 ";"M 14 x 1,5 ";"29 ";"14,0 ";"27,5 ";"12 ";"17 ";"EVT-L-08-SC ";"34,61 ";"L ";"7133 "
"315 ";"10 ";"M 16 x 1,5 ";"30 ";"15,0 ";"29,0 ";"14 ";"19 ";"EVT-L-10-SC ";"38,8 ";"L ";"7134 "
"315 ";"12 ";"M 18 x 1,5 ";"32 ";"17,0 ";"29,5 ";"17 ";"22 ";"EVT-L-12-SC ";"43,86 ";"L ";"7135 "
"315 ";"15 ";"M 22 x 1,5 ";"36 ";"21,0 ";"32,5 ";"19 ";"27 ";"EVT-L-15-SC ";"59,15 ";"L ";"7136 "
"315 ";"18 ";"M 26 x 1,5 ";"40 ";"23,5 ";"35,5 ";"24 ";"32 ";"EVT-L-18-SC ";"84,17 ";"L ";"7137 "
"160 ";"22 ";"M 30 x 2 ";"44 ";"27,5 ";"38,5 ";"27 ";"36 ";"EVT-L-22-SC ";"92,2 ";"L ";"7138 "
"160 ";"28 ";"M 36 x 2 ";"47 ";"30,5 ";"41,5 ";"36 ";"41 ";"EVT-L-28-SC ";"144,05 ";"L ";"7139 "
"160 ";"35 ";"M 45 x 2 ";"56 ";"34,5 ";"54,0 ";"41 ";"50 ";"EVT-L-35-SC ";"233,58 ";"L ";"7140 "
"160 ";"42 ";"M 52 x 2 ";"63 ";"40,0 ";"56,0 ";"50 ";"60 ";"EVT-L-42-SC ";"315,14 ";"L ";"7141 "
"630 ";"6 ";"M 14 x 1,5 ";"31 ";"16,0 ";"27,0 ";"12 ";"17 ";"EVT-S-06-SC ";"32,51 ";"S ";"7142 "
"630 ";"8 ";"M 16 x 1,5 ";"32 ";"17,0 ";"27,5 ";"14 ";"19 ";"EVT-S-08-SC ";"37,47 ";"S ";"7143 "
"630 ";"10 ";"M 18 x 1,5 ";"34 ";"17,5 ";"30,0 ";"17 ";"22 ";"EVT-S-10-SC ";"42,07 ";"S ";"7144 "
"630 ";"12 ";"M 20 x 1,5 ";"38 ";"21,5 ";"31,0 ";"17 ";"24 ";"EVT-S-12-SC ";"45,83 ";"S ";"7145 "
"630 ";"14 ";"M 22 x 1,5 ";"40 ";"22,0 ";"35,0 ";"19 ";"27 ";"EVT-S-14-SC ";"62,56 ";"S ";"7146 "
"400 ";"16 ";"M 24 x 1,5 ";"43 ";"24,5 ";"36,5 ";"24 ";"30 ";"EVT-S-16-SC ";"78,82 ";"S ";"7147 "
"400 ";"20 ";"M 30 x 2 ";"48 ";"26,5 ";"44,5 ";"27 ";"36 ";"EVT-S-20-SC ";"105,34 ";"S ";"7148 "
"400 ";"25 ";"M 36 x 2 ";"54 ";"30,0 ";"50,0 ";"36 ";"46 ";"EVT-S-25-SC ";"162,39 ";"S ";"7149 "
"400 ";"30 ";"M 42 x 2 ";"62 ";"35,5 ";"55,0 ";"41 ";"50 ";"EVT-S-30-SC ";"214,44 ";"S ";"7150 "
"250 ";"38 ";"M 52 x 2 ";"72 ";"41,0 ";"63,0 ";"50 ";"60 ";"EVT-S-38-SC ";"331,37 ";"S ";"7151 "
