"Druck  Pressure  PN";"Rohr A.D.  Tube O.D.  D1";"Gewinde  Thread  G";"Ca. Maﬂe  Approx. Dimensions  L1";"Ca. Maﬂe  Approx. Dimensions  L2";"Ca. Maﬂe  Approx. Dimensions  i";"    SW1";"Ca. Maﬂe  Approx. Dimensions  SW3";"Art.-Nr.";"Brutto preis";"Serie";"ID"
"315 ";"6 ";"R 1/8'' keg ";"30 ";"15,0 ";"8 ";"12 ";"14 ";"GE-L-06-R 1/8''-k ";"10,43 ";"L ";"4609 "
"315 ";"6 ";"R 1/4'' keg ";"35 ";"20,0 ";"12 ";"17 ";"14 ";"GE-L-06-R 1/4''-k ";"10,15 ";"L ";"4610 "
"315 ";"6 ";"R 3/8'' keg ";"36 ";"21,0 ";"12 ";"17 ";"14 ";"GE-L-06-R 3/8''-k ";"11,76 ";"L ";"4611 "
"315 ";"6 ";"R 1/2'' keg ";"40 ";"23,0 ";"14 ";"22 ";"14 ";"GE-L-06-R 1/2''-k ";"15,31 ";"L ";"4612 "
"315 ";"8 ";"R 1/8'' keg ";"31 ";"16,0 ";"8 ";"14 ";"17 ";"GE-L-08-R 1/8''-k ";"11,15 ";"L ";"4613 "
"315 ";"8 ";"R 1/4'' keg ";"35 ";"20,0 ";"12 ";"17 ";"17 ";"GE-L-08-R 1/4''-k ";"10,4 ";"L ";"4614 "
"315 ";"8 ";"R 3/8'' keg ";"35 ";"20,0 ";"12 ";"17 ";"17 ";"GE-L-08-R 3/8''-k ";"12,09 ";"L ";"4615 "
"315 ";"8 ";"R 1/2'' keg ";"38 ";"22,0 ";"14 ";"22 ";"17 ";"GE-L-08-R 1/2''-k ";"16,05 ";"L ";"4616 "
"315 ";"10 ";"R 1/8'' keg ";"32 ";"17,0 ";"8 ";"17 ";"19 ";"GE-L-10-R 1/8''-k ";"12,73 ";"L ";"4617 "
"315 ";"10 ";"R 1/4'' keg ";"36 ";"21,0 ";"12 ";"17 ";"19 ";"GE-L-10-R 1/4''-k ";"12,07 ";"L ";"4618 "
"315 ";"10 ";"R 3/8'' keg ";"36 ";"21,0 ";"12 ";"17 ";"19 ";"GE-L-10-R 3/8''-k ";"12,58 ";"L ";"4619 "
"315 ";"10 ";"R 1/2'' keg ";"39 ";"24,0 ";"14 ";"22 ";"19 ";"GE-L-10-R 1/2''-k ";"17,44 ";"L ";"4620 "
"315 ";"12 ";"R 1/8'' keg ";"36 ";"18 ";"8 ";"19 ";"22 ";"GE-L-12-R 1/8''-k ";"15,75 ";"L ";"4621 "
"315 ";"12 ";"R 1/4'' keg ";"37 ";"22,0 ";"12 ";"19 ";"22 ";"GE-L-12-R 1/4''-k ";"14,7 ";"L ";"4622 "
"315 ";"12 ";"R 3/8'' keg ";"37 ";"22,0 ";"12 ";"19 ";"22 ";"GE-L-12-R 3/8''-k ";"14,7 ";"L ";"4623 "
"315 ";"12 ";"R 1/2'' keg ";"39 ";"24,0 ";"14 ";"22 ";"22 ";"GE-L-12-R 1/2''-k ";"16,62 ";"L ";"4624 "
"160 ";"12 ";"R 3/4'' keg ";"43 ";"27,0 ";"16 ";"27 ";"22 ";"GE-L-12-R 3/4''-k ";"25,65 ";"L ";"4625 "
"315 ";"15 ";"R 1/4'' keg ";"42 ";"26 ";"12 ";"24 ";"27 ";"GE-L-15-R 1/4''-k ";"19,9 ";"L ";"4626 "
"315 ";"15 ";"R 3/8'' keg ";"42 ";"23,0 ";"12 ";"24 ";"27 ";"GE-L-15-R 3/8''-k ";"18,87 ";"L ";"4627 "
"315 ";"15 ";"R 1/2'' keg ";"42 ";"25,0 ";"14 ";"24 ";"27 ";"GE-L-15-R 1/2''-k ";"18,82 ";"L ";"4628 "
"160 ";"15 ";"R 3/4'' keg ";"45 ";"28,0 ";"16 ";"27 ";"27 ";"GE-L-15-R 3/4''-k ";"26,5 ";"L ";"4629 "
"315 ";"18 ";"R 3/8'' keg ";"42 ";"23,5 ";"12 ";"27 ";"32 ";"GE-L-18-R 3/8''-k ";"24,54 ";"L ";"4630 "
"315 ";"18 ";"R 1/2'' keg ";"42 ";"25,5 ";"14 ";"27 ";"32 ";"GE-L-18-R 1/2''-k ";"24,54 ";"L ";"4631 "
"160 ";"18 ";"R 3/4'' keg ";"47 ";"27,5 ";"16 ";"27 ";"32 ";"GE-L-18-R 3/4''-k ";"31,9 ";"L ";"4632 "
"160 ";"22 ";"R 3/8'' keg ";"46 ";"25,5 ";"12 ";"32 ";"36 ";"GE-L-22-R 3/8''-k ";"34,72 ";"L ";"4633 "
"160 ";"22 ";"R 1/2'' keg ";"46 ";"25,5 ";"14 ";"32 ";"36 ";"GE-L-22-R 1/2''-k ";"32,98 ";"L ";"4634 "
"160 ";"22 ";"R 3/4'' keg ";"46 ";"29,5 ";"16 ";"32 ";"36 ";"GE-L-22-R 3/4''-k ";"32,98 ";"L ";"4635 "
"160 ";"22 ";"R 1'' keg ";"50 ";"31,5 ";"18 ";"36 ";"36 ";"GE-L-22-R 1''-k ";"53,43 ";"L ";"4636 "
"160 ";"28 ";"R 1/2'' keg ";"49 ";"28,5 ";"14 ";"41 ";"41 ";"GE-L-28-R 1/2''-k ";"53,94 ";"L ";"4637 "
"160 ";"28 ";"R 3/4'' keg ";"49 ";"30,5 ";"16 ";"41 ";"41 ";"GE-L-28-R 3/4''-k ";"53,94 ";"L ";"4638 "
"160 ";"28 ";"R 1'' keg ";"49 ";"32,5 ";"18 ";"41 ";"41 ";"GE-L-28-R 1''-k ";"53,94 ";"L ";"4639 "
"160 ";"28 ";"R 1 1/4'' keg ";"49 ";"30,5 ";"20 ";"46 ";"41 ";"GE-L-28-R 1 1/4''-k ";"72,6 ";"L ";"4640 "
"160 ";"35 ";"R 1'' keg ";"51 ";"27,5 ";"18 ";"46 ";"50 ";"GE-L-35-R 1''-k ";"73,63 ";"L ";"4641 "
"160 ";"35 ";"R 1 1/4'' keg ";"56 ";"34,5 ";"20 ";"46 ";"50 ";"GE-L-35-R 1 1/4''-k ";"73,63 ";"L ";"4642 "
