"Druck  Pressure  PN";"Rohr A.D.  Tube O.D.  D1";"Gewinde  Thread  G";"Ca. Maﬂe  Approx. Dimensions  L1";"Ca. Maﬂe  Approx. Dimensions  L2";"Ca. Maﬂe  Approx. Dimensions  i";"    SW1";"Ca. Maﬂe  Approx. Dimensions  SW3";"Art.-Nr.";"Brutto preis";"Serie";"ID"
"630 ";"6 ";"1/8'' NPT ";"36,0 ";"21,0 ";"10,0 ";"14 ";"17 ";"GE-S-06-1/8''-NPT-SC ";"11,64 ";"S ";"4524 "
"630 ";"6 ";"1/4'' NPT ";"43,0 ";"28,0 ";"15,0 ";"17 ";"17 ";"GE-S-06-1/4''-NPT-SC ";"12 ";"S ";"4525 "
"630 ";"6 ";"3/8'' NPT ";"41,0 ";"26,0 ";"15,3 ";"19 ";"17 ";"GE-S-06-3/8''-NPT-SC ";"17,31 ";"S ";"4526 "
"630 ";"6 ";"1/2'' NPT ";"50,0 ";"35,0 ";"20,0 ";"22 ";"17 ";"GE-S-06-1/2''-NPT-SC ";"17,06 ";"S ";"4527 "
"630 ";"8 ";"1/8'' NPT ";"40,0 ";"23,0 ";"10,0 ";"17 ";"19 ";"GE-S-08-1/8''-NPT-SC ";"14,71 ";"S ";"4528 "
"630 ";"8 ";"1/4'' NPT ";"43,0 ";"28,0 ";"15,0 ";"17 ";"19 ";"GE-S-08-1/4''-NPT-SC ";"13,94 ";"S ";"4529 "
"630 ";"8 ";"3/8'' NPT ";"43,0 ";"28,0 ";"15,3 ";"19 ";"19 ";"GE-S-08-3/8''-NPT-SC ";"15,04 ";"S ";"4530 "
"630 ";"8 ";"1/2'' NPT ";"50,0 ";"35,0 ";"20,0 ";"22 ";"19 ";"GE-S-08-1/2''-NPT-SC ";"17,93 ";"S ";"4531 "
"630 ";"10 ";"1/8'' NPT ";"40,0 ";"22,5 ";"10,0 ";"19 ";"22 ";"GE-S-10-1/8''-NPT-SC ";"16,87 ";"S ";"4532 "
"630 ";"10 ";"1/4'' NPT ";"44,0 ";"27,5 ";"15,0 ";"19 ";"22 ";"GE-S-10-1/4''-NPT-SC ";"16,2 ";"S ";"4533 "
"630 ";"10 ";"3/8'' NPT ";"44,0 ";"27,5 ";"15,3 ";"19 ";"22 ";"GE-S-10-3/8''-NPT-SC ";"16,67 ";"S ";"4534 "
"630 ";"10 ";"1/2'' NPT ";"51,0 ";"34,5 ";"20,0 ";"22 ";"22 ";"GE-S-10-1/2''-NPT-SC ";"18,84 ";"S ";"4535 "
"400 ";"10 ";"3/4'' NPT ";"50,5 ";"31,5 ";"20,0 ";"27 ";"22 ";"GE-S-10-3/4''-NPT-SC ";"21,63 ";"S ";"4536 "
