"Druck  Pressure  PN";"Rohr A.D.  Tube O.D.  D1";"Gewinde  Thread  G";"Ca. Maﬂe  Approx. Dimensions  L1";"Ca. Maﬂe  Approx. Dimensions  L2";"Ca. Maﬂe  Approx. Dimensions  i";"    SW1";"Ca. Maﬂe  Approx. Dimensions  SW3";"Art.-Nr.";"Brutto preis";"Serie";"ID"
"315 ";"6 ";"G 1/8'' ";"32,5 ";"19,0 ";"8 ";"14 ";"14 ";"EVGE-L-06-G 1/8''-wd ";"13,7 ";"L ";"5990 "
"315 ";"6 ";"G 1/4'' ";"39,5 ";"20,5 ";"12 ";"19 ";"14 ";"EVGE-L-06-G 1/4''-wd ";"14,85 ";"L ";"5991 "
"315 ";"8 ";"G 1/4'' ";"41,0 ";"20,5 ";"12 ";"19 ";"17 ";"EVGE-L-08-G 1/4''-wd ";"14,85 ";"L ";"5992 "
"315 ";"8 ";"G 3/8'' ";"42,5 ";"20,5 ";"12 ";"22 ";"17 ";"EVGE-L-08-G 3/8''-wd ";"17,9 ";"L ";"5993 "
"315 ";"10 ";"G 1/4'' ";"39,5 ";"20,5 ";"12 ";"19 ";"19 ";"EVGE-L-10-G 1/4''-wd ";"16,67 ";"L ";"5994 "
"315 ";"10 ";"G 3/8'' ";"44,0 ";"21,0 ";"12 ";"22 ";"19 ";"EVGE-L-10-G 3/8''-wd ";"17,9 ";"L ";"5995 "
"315 ";"10 ";"G 1/2'' ";"47,0 ";"21,0 ";"14 ";"27 ";"19 ";"EVGE-L-10-G 1/2''-wd ";"21,3 ";"L ";"5996 "
"315 ";"12 ";"G 1/4'' ";"42,0 ";"21,5 ";"12 ";"19 ";"22 ";"EVGE-L-12-G 1/4''-wd ";"16,67 ";"L ";"5997 "
"315 ";"12 ";"G 3/8'' ";"45,0 ";"22,0 ";"12 ";"22 ";"22 ";"EVGE-L-12-G 3/8''-wd ";"17,92 ";"L ";"5998 "
"315 ";"12 ";"G 1/2'' ";"48,5 ";"22,5 ";"14 ";"27 ";"22 ";"EVGE-L-12-G 1/2''-wd ";"21,83 ";"L ";"5999 "
"315 ";"15 ";"G 3/8'' ";"45,5 ";"22,5 ";"12 ";"22 ";"27 ";"EVGE-L-15-G 3/8''-wd ";"22,16 ";"L ";"6000 "
"315 ";"15 ";"G 1/2'' ";"46,0 ";"23,0 ";"14 ";"27 ";"27 ";"EVGE-L-15-G 1/2''-wd ";"22,16 ";"L ";"6001 "
"315 ";"18 ";"G 3/8'' ";"44,0 ";"23,5 ";"12 ";"22 ";"32 ";"EVGE-L-18-G 3/8''-wd ";"35,28 ";"L ";"6002 "
"315 ";"18 ";"G 1/2'' ";"47,0 ";"24,0 ";"14 ";"27 ";"32 ";"EVGE-L-18-G 1/2''-wd ";"32,21 ";"L ";"6003 "
"160 ";"18 ";"G 3/4'' ";"52,0 ";"24,0 ";"16 ";"32 ";"32 ";"EVGE-L-18-G 3/4''-wd ";"39,88 ";"L ";"6004 "
"160 ";"22 ";"G 3/8'' ";"46,0 ";"24,5 ";"12 ";"24 ";"36 ";"EVGE-L-22-G 3/8''-wd ";"38,6 ";"L ";"6005 "
"160 ";"22 ";"G 1/2'' ";"50,5 ";"24,5 ";"14 ";"27 ";"36 ";"EVGE-L-22-G 1/2''-wd ";"38,6 ";"L ";"6006 "
"160 ";"22 ";"G 3/4'' ";"50,5 ";"24,5 ";"16 ";"32 ";"36 ";"EVGE-L-22-G 3/4''-wd ";"40,21 ";"L ";"6007 "
"160 ";"22 ";"G 1'' ";"53,0 ";"24,5 ";"18 ";"41 ";"36 ";"EVGE-L-22-G 1''-wd ";"";"L ";"6008 "
"160 ";"28 ";"G 3/4'' ";"52,5 ";"25,5 ";"16 ";"32 ";"41 ";"EVGE-L-28-G 3/4''-wd ";"83,92 ";"L ";"6009 "
"160 ";"28 ";"G 1'' ";"54,0 ";"25,5 ";"18 ";"41 ";"41 ";"EVGE-L-28-G 1''-wd ";"61,36 ";"L ";"6010 "
"160 ";"35 ";"G 1 1/4'' ";"63,5 ";"32,0 ";"20 ";"50 ";"50 ";"EVGE-L-35-G 1 1/4''-wd ";"97,15 ";"L ";"6011 "
"160 ";"42 ";"G 1 1/2'' ";"70,0 ";"32,0 ";"22 ";"55 ";"60 ";"EVGE-L-42-G 1 1/2''-wd ";"109,93 ";"L ";"6012 "
