"Druck  Pressure  PN";"Rohr A.D.  Tube O.D.  D1";"Gewinde  Thread  G";"Ca. Maﬂe  Approx. Dimensions  L1";"Ca. Maﬂe  Approx. Dimensions  L2";"Ca. Maﬂe  Approx. Dimensions  i";"    SW1";"Ca. Maﬂe  Approx. Dimensions  SW3";"Art.-Nr.";"Brutto preis";"Serie";"ID"
"630 ";"6 ";"G 1/8'' ";"32,5 ";"19,0 ";"8 ";"14 ";"17 ";"EVGE-S-06-G 1/8''-wd ";"14,67 ";"S ";"12037 "
"630 ";"6 ";"G 1/4'' ";"39,5 ";"20,5 ";"12 ";"19 ";"17 ";"EVGE-S-06-G 1/4''-wd ";"14,67 ";"S ";"12038 "
"630 ";"8 ";"G 1/4'' ";"41,0 ";"20,5 ";"12 ";"19 ";"19 ";"EVGE-S-08-G 1/4''-wd ";"15,19 ";"S ";"12039 "
"630 ";"8 ";"G 3/8'' ";"42,5 ";"20,5 ";"12 ";"22 ";"19 ";"EVGE-S-08-G 3/8''-wd ";"17,9 ";"S ";"12040 "
"630 ";"10 ";"G 1/4'' ";"39,5 ";"20,5 ";"12 ";"19 ";"22 ";"EVGE-S-10-G 1/4''-wd ";"16,92 ";"S ";"12041 "
"630 ";"10 ";"G 3/8'' ";"44,0 ";"21,0 ";"12 ";"22 ";"22 ";"EVGE-S-10-G 3/8''-wd ";"18,15 ";"S ";"12042 "
"630 ";"10 ";"G 1/2'' ";"47,0 ";"21,0 ";"14 ";"27 ";"22 ";"EVGE-S-10-G 1/2''-wd ";"21,88 ";"S ";"12043 "
"630 ";"12 ";"G 1/4'' ";"42,0 ";"21,5 ";"12 ";"19 ";"24 ";"EVGE-S-12-G 1/4''-wd ";"17,64 ";"S ";"12044 "
"630 ";"12 ";"G 3/8'' ";"45,0 ";"22,0 ";"12 ";"22 ";"24 ";"EVGE-S-12-G 3/8''-wd ";"18,97 ";"S ";"12045 "
"630 ";"12 ";"G 1/2'' ";"48,5 ";"22,5 ";"14 ";"27 ";"24 ";"EVGE-S-12-G 1/2''-wd ";"23,39 ";"S ";"12046 "
"630 ";"14 ";"G 1/2'' ";"51,0 ";"24,5 ";"14 ";"27 ";"27 ";"EVGE-S-14-G 1/2''-wd ";"25,28 ";"S ";"12047 "
"400 ";"16 ";"G 3/8'' ";"48,5 ";"26,0 ";"12 ";"22 ";"30 ";"EVGE-S-16-G 3/8''-wd ";"35,74 ";"S ";"12048 "
"400 ";"16 ";"G 1/2'' ";"51,0 ";"26,0 ";"14 ";"27 ";"30 ";"EVGE-S-16-G 1/2''-wd ";"34,46 ";"S ";"12049 "
"400 ";"16 ";"G 3/4'' ";"54,5 ";"26,0 ";"16 ";"32 ";"30 ";"EVGE-S-16-G 3/4''-wd ";"38,73 ";"S ";"12050 "
"400 ";"20 ";"G 1/2'' ";"56,5 ";"29,5 ";"14 ";"27 ";"36 ";"EVGE-S-20-G 1/2''-wd ";"37,74 ";"S ";"12051 "
"400 ";"20 ";"G 3/4'' ";"59,0 ";"29,0 ";"16 ";"32 ";"36 ";"EVGE-S-20-G 3/4''-wd ";"44,66 ";"S ";"12052 "
"400 ";"25 ";"G 3/4'' ";"63,0 ";"33,0 ";"16 ";"32 ";"46 ";"EVGE-S-25-G 3/4''-wd ";"69,03 ";"S ";"12053 "
"400 ";"25 ";"G 1'' ";"66,0 ";"33,0 ";"18 ";"41 ";"46 ";"EVGE-S-25-G 1''-wd ";"69,03 ";"S ";"12054 "
"400 ";"30 ";"G 1 1/4'' ";"71,0 ";"34,0 ";"20 ";"50 ";"50 ";"EVGE-S-30-G 1 1/4''-wd ";"84,19 ";"S ";"12055 "
"315 ";"38 ";"G 1 1/2'' ";"83,5 ";"40,0 ";"22 ";"55 ";"60 ";"EVGE-S-38-G 1 1/2''-wd ";"117,09 ";"S ";"12056 "
