"Druck  Pressure  PN";"Rohr A.D.  Tube O.D.  D1";"Gewinde  Thread  G";"Ca. Maﬂe  Approx. Dimensions  L1";"Ca. Maﬂe  Approx. Dimensions  L2";"Ca. Maﬂe  Approx. Dimensions  i";"    SW1";"Ca. Maﬂe  Approx. Dimensions  SW3";"Art.-Nr.";"Brutto preis";"Serie";"ID"
"630 ";"14 ";"G 1/4'' ";"37,0 ";"17,0 ";"12 ";"24 ";"27 ";"GE-SR-14-G 1/4''-SC ";"28,76 ";"S ";"3845 "
"630 ";"14 ";"G 3/8'' ";"37,0 ";"17,0 ";"12 ";"24 ";"27 ";"GE-SR-14-G 3/8''-SC ";"16,69 ";"S ";"3846 "
"630 ";"14 ";"G 1/2'' ";"37,0 ";"19,0 ";"14 ";"27 ";"27 ";"GE-SR-14-G 1/2''-SC ";"18,23 ";"S ";"3847 "
"400 ";"14 ";"G 3/4'' ";"38,0 ";"19,0 ";"16 ";"32 ";"27 ";"GE-SR-14-G 3/4''-SC ";"28,56 ";"S ";"3848 "
"400 ";"16 ";"G 1/4'' ";"38,0 ";"17,5 ";"12 ";"27 ";"30 ";"GE-SR-16-G 1/4''-SC ";"23,8 ";"S ";"3849 "
"400 ";"16 ";"G 3/8'' ";"38,0 ";"18,0 ";"12 ";"27 ";"30 ";"GE-SR-16-G 3/8''-SC ";"22,63 ";"S ";"3850 "
"400 ";"16 ";"G 1/2'' ";"37,0 ";"18,5 ";"14 ";"27 ";"30 ";"GE-SR-16-G 1/2''-SC ";"22,52 ";"S ";"3851 "
"400 ";"16 ";"G 3/4'' ";"39,0 ";"20,5 ";"16 ";"32 ";"30 ";"GE-SR-16-G 3/4''-SC ";"28,58 ";"S ";"3852 "
"400 ";"16 ";"G 1'' ";"43,5 ";"22,5 ";"18 ";"41 ";"30 ";"GE-SR-16-G 1''-SC ";"41,7 ";"S ";"3853 "
"400 ";"20 ";"G 3/8'' ";"42,0 ";"18,0 ";"12 ";"32 ";"36 ";"GE-SR-20-G 3/8''-SC ";"35,57 ";"S ";"3854 "
"400 ";"20 ";"G 1/2'' ";"44,5 ";"20,5 ";"14 ";"32 ";"36 ";"GE-SR-20-G 1/2''-SC ";"33,27 ";"S ";"3855 "
"400 ";"20 ";"G 3/4'' ";"44,5 ";"20,5 ";"16 ";"32 ";"36 ";"GE-SR-20-G 3/4''-SC ";"30,41 ";"S ";"3856 "
"400 ";"20 ";"G 1'' ";"47,5 ";"22,5 ";"18 ";"41 ";"36 ";"GE-SR-20-G 1''-SC ";"42,53 ";"S ";"3857 "
"400 ";"20 ";"G 1 1/4'' ";"47,0 ";"22,5 ";"20 ";"50 ";"36 ";"GE-SR-20-G 1 1/4''-SC ";"47,38 ";"S ";"3858 "
"400 ";"25 ";"G 1/2'' ";"50,5 ";"23,0 ";"14 ";"41 ";"46 ";"GE-SR-25-G 1/2''-SC ";"56,18 ";"S ";"3859 "
"400 ";"25 ";"G 3/4'' ";"50,0 ";"23,0 ";"16 ";"41 ";"46 ";"GE-SR-25-G 3/4''-SC ";"53,11 ";"S ";"3860 "
"400 ";"25 ";"G 1'' ";"50,0 ";"23,0 ";"18 ";"41 ";"46 ";"GE-SR-25-G 1''-SC ";"52,24 ";"S ";"3861 "
"250 ";"25 ";"G 1 1/4'' ";"50,0 ";"23,0 ";"20 ";"50 ";"46 ";"GE-SR-25-G 1 1/4''-SC ";"61,29 ";"S ";"3862 "
"250 ";"30 ";"G 3/4'' ";"54,0 ";"25,5 ";"16 ";"46 ";"50 ";"GE-SR-30-G 3/4''-SC ";"69,35 ";"S ";"3863 "
"250 ";"30 ";"G 1'' ";"52,0 ";"23,5 ";"18 ";"46 ";"50 ";"GE-SR-30-G 1''-SC ";"62,96 ";"S ";"3864 "
"250 ";"30 ";"G 1 1/4'' ";"52,0 ";"23,5 ";"20 ";"50 ";"50 ";"GE-SR-30-G 1 1/4''-SC ";"62,96 ";"S ";"3865 "
"250 ";"30 ";"G 1 1/2'' ";"52,0 ";"23,5 ";"22 ";"55 ";"50 ";"GE-SR-30-G 1 1/2''-SC ";"78,3 ";"S ";"3866 "
"250 ";"38 ";"G 1'' ";"57,0 ";"26,0 ";"18 ";"55 ";"60 ";"GE-SR-38-G 1''-SC ";"87,91 ";"S ";"3867 "
"250 ";"38 ";"G 1 1/4'' ";"59,5 ";"23,0 ";"20 ";"55 ";"60 ";"GE-SR-38-G 1 1/4''-SC ";"82,33 ";"S ";"3868 "
"250 ";"38 ";"G 1 1/2'' ";"59,5 ";"26,0 ";"22 ";"55 ";"60 ";"GE-SR-38-G 1 1/2''-SC ";"79,78 ";"S ";"3869 "
"250 ";"38 ";"G 2'' ";"60,0 ";"26,5 ";"23 ";"70 ";"60 ";"GE-SR-38-G 2''-SC ";"345,32 ";"S ";"3870 "
