"Druck  Pressure  PN";"Rohr A.D.  Tube O.D.  D1";"Gewinde  Thread  G";"Ca. Maﬂe  Approx. Dimensions  L1";"Ca. Maﬂe  Approx. Dimensions  L2";"Ca. Maﬂe  Approx. Dimensions  L3";"Ca. Maﬂe  Approx. Dimensions  i";"Ca. Maﬂe  Approx. Dimensions  SW2";"Ca. Maﬂe  Approx. Dimensions  SW3";"Art.-Nr.";"Brutto preis";"Serie";"ID"
"315 ";"6 ";"R 1/8'' keg ";"27 ";"12,0 ";"20 ";"8 ";"12 ";"14 ";"LE-L-06-R 1/8''-k-SC ";"24,93 ";"L ";"5708 "
"315 ";"6 ";"R 1/4'' keg ";"27 ";"12,0 ";"26 ";"12 ";"12 ";"14 ";"LE-L-06-R 1/4''-k-SC ";"28,76 ";"L ";"5709 "
"315 ";"8 ";"R 1/4'' keg ";"29 ";"14,0 ";"26 ";"12 ";"12 ";"17 ";"LE-L-08-R 1/4''-k-SC ";"29,21 ";"L ";"5710 "
"315 ";"8 ";"R 3/8'' keg ";"32 ";"15,0 ";"28 ";"12 ";"14 ";"17 ";"LE-L-08-R 3/8''-k-SC ";"36,83 ";"L ";"5711 "
"315 ";"10 ";"R 1/8'' keg ";"";"";"";"8 ";"14 ";"19 ";"LE-L-10-R 1/8''-k-SC ";"";"L ";"5712 "
"315 ";"10 ";"R 1/4'' keg ";"30 ";"15,0 ";"27 ";"12 ";"14 ";"19 ";"LE-L-10-R 1/4''-k-SC ";"31,94 ";"L ";"5713 "
"315 ";"10 ";"R 3/8'' keg ";"30 ";"15,0 ";"28 ";"12 ";"14 ";"19 ";"LE-L-10-R 3/8''-k-SC ";"35,39 ";"L ";"5714 "
"315 ";"10 ";"R 1/2'' keg ";"";"";"";"14 ";"17 ";"19 ";"LE-L-10-R 1/2''-k-SC ";"";"L ";"5715 "
"315 ";"12 ";"R 1/4'' keg ";"32 ";"17,5 ";"28 ";"12 ";"17 ";"22 ";"LE-L-12-R 1/4''-k-SC ";"35,91 ";"L ";"5716 "
"315 ";"12 ";"R 3/8'' keg ";"32 ";"17,5 ";"28 ";"12 ";"17 ";"22 ";"LE-L-12-R 3/8''-k-SC ";"35,91 ";"L ";"5717 "
"315 ";"12 ";"R 1/2'' keg ";"";"";"";"14 ";"17 ";"22 ";"LE-L-12-R 1/2''-k-SC ";"39,37 ";"L ";"5718 "
"315 ";"15 ";"R 3/8'' keg ";"36 ";"21,0 ";"32 ";"12 ";"19 ";"27 ";"LE-L-15-R 3/8''-k-SC ";"";"L ";"5719 "
"315 ";"15 ";"R 1/2'' keg ";"36 ";"21,0 ";"34 ";"14 ";"19 ";"27 ";"LE-L-15-R 1/2''-k-SC ";"49,69 ";"L ";"5720 "
"315 ";"18 ";"R 1/2'' keg ";"40 ";"23,5 ";"36 ";"14 ";"24 ";"32 ";"LE-L-18-R 1/2''-k-SC ";"72,31 ";"L ";"5721 "
"630 ** ";"6 ";"R 1/4'' keg ";"31 ";"16,5 ";"26 ";"12 ";"12 ";"17 ";"LE-S-06-R 1/4''-k-SC ";"29,51 ";"S ";"5722 "
"630 ** ";"8 ";"R 1/4'' keg ";"32 ";"17,0 ";"27 ";"12 ";"14 ";"19 ";"LE-S-08-R 1/4''-k-SC ";"32,07 ";"S ";"5723 "
"630 ** ";"10 ";"R 3/8'' keg ";"34 ";"17,5 ";"28 ";"12 ";"17 ";"22 ";"LE-S-10-R 3/8''-k-SC ";"36,17 ";"S ";"5724 "
"630 ** ";"12 ";"R 3/8'' keg ";"38 ";"21,5 ";"28 ";"12 ";"17 ";"24 ";"LE-S-12-R 3/8''-k-SC ";"46,11 ";"S ";"5725 "
"630 ** ";"12 ";"R 1/2'' keg ";"38 ";"21,5 ";"33 ";"14 ";"19 ";"24 ";"LE-S-12-R 1/2''-k-SC ";"60,48 ";"S ";"5726 "
"630 ** ";"14 ";"R 1/2'' keg ";"40 ";"22,0 ";"32 ";"14 ";"19 ";"27 ";"LE-S-14-R 1/2''-k-SC ";"53,05 ";"S ";"5727 "
"400 ** ";"16 ";"R 1/2'' keg ";"43 ";"24,5 ";"32 ";"14 ";"24 ";"30 ";"LE-S-16-R 1/2''-k-SC ";"72,15 ";"S ";"5728 "
