"Druck  Pressure  PN";"Rohr A.D.  Tube O.D.  D1";"Gewinde  Thread  G";"Ca. Maﬂe  Approx. Dimensions  L1";"Ca. Maﬂe  Approx. Dimensions  L2";"Ca. Maﬂe  Approx. Dimensions  i";"    SW1";"Ca. Maﬂe  Approx. Dimensions  SW3";"Art.-Nr.";"Brutto preis";"Serie";"ID"
"630 ";"6 ";"G 1/8'' ";"28,0 ";"13,0 ";"8 ";"14 ";"17 ";"GE-SR-06-G 1/8'' ";"7,26 ";"S ";"3785 "
"630 ";"6 ";"G 1/4'' ";"28,0 ";"13,0 ";"12 ";"19 ";"17 ";"GE-SR-06-G 1/4'' ";"7,26 ";"S ";"3786 "
"630 ";"6 ";"G 3/8'' ";"30,0 ";"15,5 ";"12 ";"22 ";"19 ";"GE-SR-06-G 3/8'' ";"9,51 ";"S ";"3787 "
"630 ";"6 ";"G 1/2'' ";"34,0 ";"17,0 ";"14 ";"27 ";"19 ";"GE-SR-06-G 1/2'' ";"15,34 ";"S ";"3788 "
"630 ";"8 ";"G 1/8'' ";"30,0 ";"14,0 ";"8 ";"17 ";"19 ";"GE-SR-08-G 1/8'' ";"10,2 ";"S ";"3789 "
"630 ";"8 ";"G 1/4'' ";"30,0 ";"15,0 ";"12 ";"19 ";"19 ";"GE-SR-08-G 1/4'' ";"8,49 ";"S ";"3790 "
"630 ";"8 ";"G 3/8'' ";"31,5 ";"15,5 ";"12 ";"22 ";"19 ";"GE-SR-08-G 3/8'' ";"9,79 ";"S ";"3791 "
"630 ";"8 ";"G 1/2'' ";"31,5 ";"15,0 ";"14 ";"27 ";"19 ";"GE-SR-08-G 1/2'' ";"15,34 ";"S ";"3792 "
"630 ";"10 ";"G 1/8'' ";"31,0 ";"13,5 ";"8 ";"19 ";"22 ";"GE-SR-10-G 1/8'' ";"12,73 ";"S ";"3793 "
"630 ";"10 ";"G 1/4'' ";"32,0 ";"14,5 ";"12 ";"19 ";"22 ";"GE-SR-10-G 1/4'' ";"11,25 ";"S ";"3794 "
"630 ";"10 ";"G 3/8'' ";"33,0 ";"15,0 ";"12 ";"22 ";"22 ";"GE-SR-10-G 3/8'' ";"10,94 ";"S ";"3795 "
"630 ";"10 ";"G 1/2'' ";"32,0 ";"13,5 ";"14 ";"27 ";"22 ";"GE-SR-10-G 1/2'' ";"16,11 ";"S ";"3796 "
"630 ";"10 ";"G 3/4'' ";"35,0 ";"17,5 ";"16 ";"32 ";"22 ";"GE-SR-10-G 3/4'' ";"26,33 ";"S ";"3797 "
"630 ";"12 ";"G 1/4'' ";"34,5 ";"16,5 ";"12 ";"22 ";"24 ";"GE-SR-12-G 1/4'' ";"13,14 ";"S ";"3798 "
"630 ";"12 ";"G 3/8'' ";"33,0 ";"17,0 ";"12 ";"22 ";"24 ";"GE-SR-12-G 3/8'' ";"11,86 ";"S ";"3799 "
"630 ";"12 ";"G 1/2'' ";"34,0 ";"17,5 ";"14 ";"27 ";"24 ";"GE-SR-12-G 1/2'' ";"17,59 ";"S ";"3800 "
"630 ";"12 ";"G 3/4'' ";"36,0 ";"17,5 ";"16 ";"32 ";"24 ";"GE-SR-12-G 3/4'' ";"26,33 ";"S ";"3801 "
"630 ";"14 ";"G 1/4'' ";"37,0 ";"17,0 ";"12 ";"24 ";"27 ";"GE-SR-14-G 1/4'' ";"27,2 ";"S ";"3802 "
"630 ";"14 ";"G 3/8'' ";"37,0 ";"17,0 ";"12 ";"24 ";"27 ";"GE-SR-14-G 3/8'' ";"15,13 ";"S ";"3803 "
"630 ";"14 ";"G 1/2'' ";"37,0 ";"19,0 ";"14 ";"27 ";"27 ";"GE-SR-14-G 1/2'' ";"16,67 ";"S ";"3804 "
"400 ";"14 ";"G 3/4'' ";"38,0 ";"19,0 ";"16 ";"32 ";"27 ";"GE-SR-14-G 3/4'' ";"27 ";"S ";"3805 "
