"Druck  Pressure  PN";"Rohr A.D.  Tube O.D.  D1";"Gewinde  Thread  G";"Ca. Maﬂe  Approx. Dimensions  L1";"Ca. Maﬂe  Approx. Dimensions  L2";"Ca. Maﬂe  Approx. Dimensions  L9";"Ca. Maﬂe  Approx. Dimensions  SW1";"Ca. Maﬂe  Approx. Dimensions  SW2";"Art.-Nr.";"Brutto preis";"Serie";"ID"
"500 ";"6 ";"G 1/8'' ";"12,0 ";"24 ";"19,0 ";"17 ";"18 ";"WHV-L-06-G 1/8''-OMD ";"74,38 ";"L ";"6695 "
"400 ";"8 ";"G 1/4'' ";"15,5 ";"30 ";"22,0 ";"19 ";"22 ";"WHV-L-08-G 1/4''-OMD ";"79,01 ";"L ";"6696 "
"350 ";"10 ";"G 1/4'' ";"15,5 ";"30 ";"22,5 ";"19 ";"22 ";"WHV-L-10-G 1/4''-OMD ";"86,12 ";"L ";"6697 "
"350 ";"10 ";"G 3/8'' ";"17,5 ";"35 ";"24,5 ";"24 ";"27 ";"WHV-L-10-G 3/8''-OMD ";"113,51 ";"L ";"6698 "
"350 ";"12 ";"G 1/4'' ";"15,5 ";"30 ";"22,5 ";"19 ";"22 ";"WHV-L-12-G 1/4''-OMD ";"113,51 ";"L ";"6699 "
"350 ";"12 ";"G 3/8'' ";"18,0 ";"36 ";"25,5 ";"24 ";"27 ";"WHV-L-12-G 3/8''-OMD ";"103,48 ";"L ";"6700 "
"315 ";"12 ";"G 1/2'' ";"21,5 ";"45 ";"28,5 ";"30 ";"32 ";"WHV-L-12-G 1/2''-OMD ";"125,24 ";"L ";"6701 "
"315 ";"15 ";"G 1/2'' ";"21,5 ";"45 ";"28,5 ";"30 ";"32 ";"WHV-L-15-G 1/2''-OMD ";"125,24 ";"L ";"6702 "
"315 ";"18 ";"G 1/2'' ";"21,0 ";"45 ";"28,5 ";"30 ";"32 ";"WHV-L-18-G 1/2''-OMD ";"157,55 ";"L ";"6703 "
"200 ";"22 ";"G 3/4'' ";"27,5 ";"53 ";"35,0 ";"36 ";"40 ";"WHV-L-22-G 3/4''-OMD ";"247,9 ";"L ";"6704 "
"200 ";"28 ";"G 1'' ";"32,0 ";"66 ";"39,5 ";"46 ";"50 ";"WHV-L-28-G 1''-OMD ";"368,62 ";"L ";"6705 "
"200 ";"35 ";"G 1 1/4'' ";"36,0 ";"76 ";"46,5 ";"55 ";"60 ";"WHV-L-35-G 1 1/4''-OMD ";"546,43 ";"L ";"6706 "
"200 ";"42 ";"G 1 1/2'' ";"40,5 ";"87 ";"51,0 ";"60 ";"70 ";"WHV-L-42-G 1 1/2''-OMD ";"775,31 ";"L ";"6707 "
"100 ";"4 ";"G 1/8'' ";"11,0 ";"24 ";"17,0 ";"17 ";"18 ";"WHV-LL-04-G 1/8''-OMD ";"74,8 ";"LL ";"6692 "
"100 ";"6 ";"G 1/8'' ";"11,5 ";"24 ";"17,0 ";"17 ";"18 ";"WHV-LL-06-G 1/8''-OMD ";"74,42 ";"LL ";"6693 "
"100 ";"8 ";"G 1/8'' ";"12,5 ";"24 ";"18,0 ";"17 ";"18 ";"WHV-LL-08-G 1/8''-OMD ";"75,65 ";"LL ";"6694 "
"500 ";"6 ";"G 1/4'' ";"16,5 ";"30 ";"22,5 ";"19 ";"22 ";"WHV-S-06-G 1/4''-OMD ";"81,57 ";"S ";"6708 "
"450 ";"8 ";"G 1/4'' ";"16,5 ";"30 ";"22,5 ";"19 ";"22 ";"WHV-S-08-G 1/4''-OMD ";"88,83 ";"S ";"6709 "
"400 ";"10 ";"G 1/4'' ";"16,5 ";"30 ";"23,5 ";"19 ";"22 ";"WHV-S-10-G 1/4''-OMD ";"111,96 ";"S ";"6710 "
"400 ";"10 ";"G 3/8'' ";"18,5 ";"36 ";"25,5 ";"24 ";"27 ";"WHV-S-10-G 3/8''-OMD ";"100,88 ";"S ";"6711 "
"400 ";"12 ";"G 3/8'' ";"18,5 ";"36 ";"25,5 ";"24 ";"27 ";"WHV-S-12-G 3/8''-OMD ";"113,15 ";"S ";"6712 "
"400 ";"14 ";"G 1/2'' ";"22,5 ";"45 ";"30,5 ";"30 ";"32 ";"WHV-S-14-G 1/2''-OMD ";"132,55 ";"S ";"6713 "
"400 ";"16 ";"G 1/2'' ";"22,0 ";"45 ";"30,5 ";"30 ";"32 ";"WHV-S-16-G 1/2''-OMD ";"163,08 ";"S ";"6714 "
"400 ";"20 ";"G 3/4'' ";"26,5 ";"53 ";"37,0 ";"36 ";"40 ";"WHV-S-20-G 3/4''-OMD ";"250,18 ";"S ";"6715 "
"250 ";"25 ";"G 1'' ";"31,5 ";"66 ";"43,5 ";"46 ";"50 ";"WHV-S-25-G 1''-OMD ";"392,98 ";"S ";"6716 "
"250 ";"30 ";"G 1 1/4'' ";"37,0 ";"76 ";"51,0 ";"55 ";"60 ";"WHV-S-30-G 1 1/4''-OMD ";"585,01 ";"S ";"6717 "
"250 ";"38 ";"G 1 1/2'' ";"41,5 ";"87 ";"57,0 ";"60 ";"70 ";"WHV-S-38-G 1 1/2''-OMD ";"824,62 ";"S ";"6718 "
