"Druck  Pressure  PN";"Rohr A.D.  Tube O.D.  D1";"Gewinde  Thread  G";"Ca. Maﬂe  Approx. Dimensions  L1";"Ca. Maﬂe  Approx. Dimensions  L2";"Ca. Maﬂe  Approx. Dimensions  i";"    SW1";"Ca. Maﬂe  Approx. Dimensions  SW3";"Art.-Nr.";"Brutto preis";"Serie";"ID"
"800 ";"6 ";"M 12 x 1,5 ";"28,0 ";"13,0 ";"12 ";"17 ";"17 ";"GE-S-06-M 12x1,5-wd-SC ";"12,17 ";"S ";"4310 "
"800 ";"6 ";"M 14 x 1,5 ";"30,0 ";"13,0 ";"12 ";"19 ";"17 ";"GE-S-06-M 14x1,5-wd-SC ";"15,78 ";"S ";"4311 "
"800 ";"8 ";"M 12 x 1,5 ";"32,0 ";"15,0 ";"12 ";"17 ";"19 ";"GE-S-08-M 12x1,5-wd-SC ";"16,94 ";"S ";"4312 "
"800 ";"8 ";"M 14 x 1,5 ";"30,0 ";"15,0 ";"12 ";"19 ";"19 ";"GE-S-08-M 14x1,5-wd-SC ";"13,71 ";"S ";"4313 "
"800 ";"8 ";"M 16 x 1,5 ";"33,0 ";"15,5 ";"12 ";"22 ";"19 ";"GE-S-08-M 16x1,5-wd-SC ";"16,54 ";"S ";"4314 "
"800 ";"10 ";"M 14 x 1,5 ";"32,0 ";"14,5 ";"12 ";"19 ";"22 ";"GE-S-10-M 14x1,5-wd-SC ";"18,46 ";"S ";"4315 "
"800 ";"10 ";"M 16 x 1,5 ";"31,0 ";"15,0 ";"12 ";"22 ";"22 ";"GE-S-10-M 16x1,5-wd-SC ";"14,95 ";"S ";"4316 "
"630 ";"10 ";"M 18 x 1,5 ";"32,0 ";"15,0 ";"12 ";"24 ";"22 ";"GE-S-10-M 18x1,5-wd-SC ";"19,06 ";"S ";"4317 "
"630 ";"12 ";"M 12 x 1,5 ";"36,0 ";"16,5 ";"12 ";"22 ";"24 ";"GE-S-12-M 12x1,5-wd-SC ";"24,4 ";"S ";"12155 "
"630 ";"12 ";"M 14 x 1,5 ";"33,0 ";"16,0 ";"12 ";"22 ";"24 ";"GE-S-12-M 14x1,5-wd-SC ";"17,79 ";"S ";"4318 "
"630 ";"12 ";"M 16 x 1,5 ";"35,5 ";"17,0 ";"12 ";"22 ";"24 ";"GE-S-12-M 16x1,5-wd-SC ";"18,24 ";"S ";"4319 "
"630 ";"12 ";"M 18 x 1,5 ";"33,0 ";"17,0 ";"12 ";"24 ";"24 ";"GE-S-12-M 18x1,5-wd-SC ";"16 ";"S ";"4320 "
"630 ";"12 ";"M 20 x 1,5 ";"36,0 ";"17,5 ";"14 ";"27 ";"24 ";"GE-S-12-M 20x1,5-wd-SC ";"24,5 ";"S ";"4321 "
"630 ";"12 ";"M 22 x 1,5 ";"36,5 ";"17,5 ";"14 ";"27 ";"24 ";"GE-S-12-M 22x1,5-wd-SC ";"18,84 ";"S ";"4322 "
"630 ";"14 ";"M 20 x 1,5 ";"39,0 ";"19,0 ";"14 ";"27 ";"27 ";"GE-S-14-M 20x1,5-wd-SC ";"20,3 ";"S ";"4323 "
"630 ";"14 ";"M 22 x 1,5 ";"39,0 ";"18,5 ";"14 ";"27 ";"27 ";"GE-S-14-M 22x1,5-wd-SC ";"30,46 ";"S ";"4324 "
"630 ";"16 ";"M 18 x 1,5 ";"40,0 ";"18,0 ";"12 ";"27 ";"30 ";"GE-S-16-M 18x1,5-wd-SC ";"26,66 ";"S ";"4325 "
"630 ";"16 ";"M 22 x 1,5 ";"37,0 ";"18,5 ";"14 ";"27 ";"30 ";"GE-S-16-M 22x1,5-wd-SC ";"24,57 ";"S ";"4326 "
"420 ";"20 ";"M 27 x 2 ";"42,5 ";"20,5 ";"16 ";"32 ";"36 ";"GE-S-20-M 27x2-wd-SC ";"34,45 ";"S ";"4327 "
"420 ";"25 ";"M 33 x 2 ";"47,0 ";"23,0 ";"18 ";"41 ";"46 ";"GE-S-25-M 33x2-wd-SC ";"54,64 ";"S ";"4328 "
"420 ";"30 ";"M 42 x 2 ";"50,0 ";"23,5 ";"20 ";"50 ";"50 ";"GE-S-30-M 42x2-wd-SC ";"65,77 ";"S ";"4329 "
"420 ";"38 ";"M 48 x 2 ";"57,0 ";"26,0 ";"22 ";"55 ";"60 ";"GE-S-38-M 48x2-wd-SC ";"83,28 ";"S ";"4330 "
