"Druck  Pressure  PN";"Rohr A.D.  Tube O.D.  D1";"Gewinde  Thread  G";"Ca. Maﬂe  Approx. Dimensions  L1";"Ca. Maﬂe  Approx. Dimensions  L2";"Ca. Maﬂe  Approx. Dimensions  i";"    SW1";"Ca. Maﬂe  Approx. Dimensions  SW3";"Art.-Nr.";"Brutto preis";"Serie";"ID"
"315 ";"6 ";"G 1/8'' ";"36,0 ";"19,0 ";"12,0 ";"14 ";"14 ";"GAI-L-06-G 1/8'' ";"12,02 ";"L ";"6344 "
"315 ";"6 ";"G 1/4'' ";"41,0 ";"24,0 ";"17,0 ";"19 ";"14 ";"GAI-L-06-G 1/4'' ";"14,06 ";"L ";"6345 "
"315 ";"6 ";"G 3/8'' ";"42,0 ";"24,0 ";"17,0 ";"24 ";"14 ";"GAI-L-06-G 3/8'' ";"18,12 ";"L ";"6346 "
"315 ";"6 ";"G 1/2'' ";"46,0 ";"31,0 ";"20,0 ";"27 ";"14 ";"GAI-L-06-G 1/2'' ";"22,7 ";"L ";"6347 "
"315 ";"8 ";"G 1/8'' ";"36,0 ";"19,0 ";"12,0 ";"14 ";"17 ";"GAI-L-08-G 1/8'' ";"16,2 ";"L ";"6348 "
"315 ";"8 ";"G 1/4'' ";"41,0 ";"24,0 ";"17,0 ";"19 ";"17 ";"GAI-L-08-G 1/4'' ";"15,85 ";"L ";"6349 "
"315 ";"8 ";"G 3/8'' ";"42,0 ";"25,0 ";"17,0 ";"24 ";"17 ";"GAI-L-08-G 3/8'' ";"18,12 ";"L ";"6350 "
"315 ";"8 ";"G 1/2'' ";"46,0 ";"32,0 ";"20,0 ";"27 ";"17 ";"GAI-L-08-G 1/2'' ";"23,19 ";"L ";"6351 "
"315 ";"10 ";"G 1/8'' ";"36,0 ";"19,0 ";"12,0 ";"17 ";"19 ";"GAI-L-10-G 1/8'' ";"16,25 ";"L ";"6352 "
"315 ";"10 ";"G 1/4'' ";"42,0 ";"25,0 ";"17,0 ";"19 ";"19 ";"GAI-L-10-G 1/4'' ";"15,8 ";"L ";"6353 "
"315 ";"10 ";"G 3/8'' ";"43,0 ";"26,0 ";"17,0 ";"24 ";"19 ";"GAI-L-10-G 3/8'' ";"19,17 ";"L ";"6354 "
"315 ";"10 ";"G 1/2'' ";"47,0 ";"30,0 ";"20,0 ";"27 ";"19 ";"GAI-L-10-G 1/2'' ";"23,75 ";"L ";"6355 "
"315 ";"12 ";"G 1/4'' ";"42,0 ";"25,0 ";"17,0 ";"19 ";"22 ";"GAI-L-12-G 1/4'' ";"18,66 ";"L ";"6356 "
"315 ";"12 ";"G 3/8'' ";"43,0 ";"26,0 ";"17,0 ";"24 ";"22 ";"GAI-L-12-G 3/8'' ";"18,66 ";"L ";"6357 "
"315 ";"12 ";"G 1/2'' ";"48,0 ";"30,0 ";"20,0 ";"27 ";"22 ";"GAI-L-12-G 1/2'' ";"21,7 ";"L ";"6358 "
"315 ";"15 ";"G 3/8'' ";"46,0 ";"27,0 ";"17,5 ";"24 ";"27 ";"GAI-L-15-G 3/8'' ";"21,99 ";"L ";"6359 "
"315 ";"15 ";"G 1/2'' ";"49,0 ";"31,0 ";"20,0 ";"27 ";"27 ";"GAI-L-15-G 1/2'' ";"24,9 ";"L ";"6360 "
"160 ";"15 ";"G 3/4'' ";"53,0 ";"34,0 ";"22,0 ";"32 ";"27 ";"GAI-L-15-G 3/4'' ";"43,13 ";"L ";"6361 "
"315 ";"18 ";"G 3/8'' ";"47,0 ";"26,5 ";"17,5 ";"27 ";"32 ";"GAI-L-18-G 3/8'' ";"29,83 ";"L ";"6362 "
"315 ";"18 ";"G 1/2'' ";"50,5 ";"30,5 ";"20,0 ";"27 ";"32 ";"GAI-L-18-G 1/2'' ";"29,83 ";"L ";"6363 "
"160 ";"18 ";"G 3/4'' ";"53,5 ";"33,5 ";"22,0 ";"36 ";"32 ";"GAI-L-18-G 3/4'' ";"43,13 ";"L ";"6364 "
"160 ";"22 ";"G 1/2'' ";"55,0 ";"33,5 ";"20,0 ";"32 ";"36 ";"GAI-L-22-G 1/2'' ";"40,21 ";"L ";"6365 "
"160 ";"22 ";"G 3/4'' ";"56,0 ";"35,5 ";"22,0 ";"36 ";"36 ";"GAI-L-22-G 3/4'' ";"38,4 ";"L ";"6366 "
"160 ";"28 ";"G 3/4'' ";"57,5 ";"35,0 ";"22,0 ";"41 ";"41 ";"GAI-L-28-G 3/4'' ";"69,2 ";"L ";"6367 "
"160 ";"28 ";"G 1'' ";"60,5 ";"38,0 ";"24,5 ";"41 ";"41 ";"GAI-L-28-G 1'' ";"54,15 ";"L ";"6368 "
"160 ";"35 ";"G 1 1/4'' ";"68,5 ";"41,0 ";"26,5 ";"55 ";"50 ";"GAI-L-35-G 1 1/4'' ";"89,48 ";"L ";"6369 "
"160 ";"42 ";"G 1 1/2'' ";"69,5 ";"42,5 ";"28,5 ";"60 ";"60 ";"GAI-L-42-G 1 1/2'' ";"112,49 ";"L ";"6370 "
