"Druck  Pressure  PN";"Rohr A.D.  Tube O.D.  D1";"Gewinde  Thread  G";"Ca. Maﬂe  Approx. Dimensions  L1";"Ca. Maﬂe  Approx. Dimensions  L2";"Ca. Maﬂe  Approx. Dimensions  i";"    SW1";"Ca. Maﬂe  Approx. Dimensions  SW3";"Art.-Nr.";"Brutto preis";"Serie";"ID"
"315 ";"6 ";"1/8'' NPT ";"32 ";"17,0 ";"10,0 ";"12 ";"14 ";"GE-L-06-1/8''-NPT-SC ";"10,44 ";"L ";"4397 "
"315 ";"6 ";"1/4'' NPT ";"38 ";"23,0 ";"15,0 ";"17 ";"14 ";"GE-L-06-1/4''-NPT-SC ";"10,72 ";"L ";"4398 "
"315 ";"6 ";"3/8'' NPT ";"38 ";"23,0 ";"15,3 ";"19 ";"14 ";"GE-L-06-3/8''-NPT-SC ";"13,61 ";"L ";"4399 "
"315 ";"6 ";"1/2'' NPT ";"44 ";"29,0 ";"20,0 ";"22 ";"14 ";"GE-L-06-1/2''-NPT-SC ";"17,07 ";"L ";"4400 "
"315 ";"8 ";"1/8'' NPT ";"33 ";"18,0 ";"10,0 ";"14 ";"17 ";"GE-L-08-1/8''-NPT-SC ";"10,74 ";"L ";"4401 "
"315 ";"8 ";"1/4'' NPT ";"38 ";"23,0 ";"15,0 ";"17 ";"17 ";"GE-L-08-1/4''-NPT-SC ";"11,69 ";"L ";"4402 "
"315 ";"8 ";"3/8'' NPT ";"38 ";"23,0 ";"15,3 ";"19 ";"17 ";"GE-L-08-3/8''-NPT-SC ";"14,42 ";"L ";"4403 "
"315 ";"8 ";"1/2'' NPT ";"44 ";"29,0 ";"20,0 ";"22 ";"17 ";"GE-L-08-1/2''-NPT-SC ";"17,9 ";"L ";"4404 "
"315 ";"10 ";"1/8'' NPT ";"33 ";"18,0 ";"10,0 ";"17 ";"19 ";"GE-L-10-1/8''-NPT-SC ";"13,63 ";"L ";"4405 "
"315 ";"10 ";"1/4'' NPT ";"39 ";"24,0 ";"15,0 ";"17 ";"19 ";"GE-L-10-1/4''-NPT-SC ";"13,78 ";"L ";"4406 "
"315 ";"10 ";"3/8'' NPT ";"40 ";"25,0 ";"15,3 ";"19 ";"19 ";"GE-L-10-3/8''-NPT-SC ";"15,86 ";"L ";"4407 "
"315 ";"10 ";"1/2'' NPT ";"45 ";"30,0 ";"20,0 ";"22 ";"19 ";"GE-L-10-1/2''-NPT-SC ";"19 ";"L ";"4408 "
"160 ";"10 ";"3/4'' NPT ";"46 ";"31,0 ";"20,0 ";"27 ";"19 ";"GE-L-10-3/4''-NPT-SC ";"22,04 ";"L ";"4409 "
"315 ";"12 ";"1/8'' NPT ";"34 ";"19,0 ";"10,0 ";"19 ";"22 ";"GE-L-12-1/8''-NPT-SC ";"15,64 ";"L ";"4410 "
"315 ";"12 ";"1/4'' NPT ";"40 ";"25,0 ";"15,0 ";"19 ";"22 ";"GE-L-12-1/4''-NPT-SC ";"16,28 ";"L ";"4411 "
"315 ";"12 ";"3/8'' NPT ";"40 ";"25,0 ";"15,3 ";"19 ";"22 ";"GE-L-12-3/8''-NPT-SC ";"17,05 ";"L ";"4412 "
"315 ";"12 ";"1/2'' NPT ";"45 ";"30,0 ";"20,0 ";"22 ";"22 ";"GE-L-12-1/2''-NPT-SC ";"17,84 ";"L ";"4413 "
"160 ";"12 ";"3/4'' NPT ";"48 ";"31,0 ";"20,0 ";"27 ";"22 ";"GE-L-12-3/4''-NPT-SC ";"23,67 ";"L ";"4414 "
"315 ";"15 ";"1/4'' NPT ";"45 ";"26,0 ";"15,0 ";"24 ";"27 ";"GE-L-15-1/4''-NPT-SC ";"20,66 ";"L ";"4415 "
"315 ";"15 ";"3/8'' NPT ";"41 ";"26,0 ";"15,3 ";"24 ";"27 ";"GE-L-15-3/8''-NPT-SC ";"21,4 ";"L ";"4416 "
"315 ";"15 ";"1/2'' NPT ";"46 ";"31,0 ";"20,0 ";"24 ";"27 ";"GE-L-15-1/2''-NPT-SC ";"22,58 ";"L ";"4417 "
"160 ";"15 ";"3/4'' NPT ";"47 ";"32,0 ";"20,0 ";"27 ";"27 ";"GE-L-15-3/4''-NPT-SC ";"24,6 ";"L ";"4418 "
"160 ";"18 ";"1/4'' NPT ";"";"26,5 ";"15,0 ";"27 ";"32 ";"GE-L-18-1/4''''-NPT-SC ";"";"L ";"12154 "
"315 ";"18 ";"3/8'' NPT ";"43 ";"26,5 ";"15,3 ";"27 ";"32 ";"GE-L-18-3/8''-NPT-SC ";"31,35 ";"L ";"4419 "
"315 ";"18 ";"1/2'' NPT ";"48 ";"31,5 ";"20,0 ";"27 ";"32 ";"GE-L-18-1/2''-NPT-SC ";"29,76 ";"L ";"4420 "
