"Druck  Pressure  PN";"Rohr A.D.  Tube O.D.  D1";"Gewinde  Thread  G";"Ca. Maﬂe  Approx. Dimensions  L1";"Ca. Maﬂe  Approx. Dimensions  L2";"Ca. Maﬂe  Approx. Dimensions  i";"    SW1";"Ca. Maﬂe  Approx. Dimensions  SW3";"Art.-Nr.";"Brutto preis";"Serie";"ID"
"160 ";"18 ";"3/4'' NPT ";"48 ";"31,5 ";"20,0 ";"27 ";"32 ";"GE-L-18-3/4''-NPT-SC ";"31,3 ";"L ";"4421 "
"160 ";"18 ";"1'' NPT ";"54 ";"37,5 ";"25,0 ";"36 ";"32 ";"GE-L-18-1''-NPT-SC ";"42,42 ";"L ";"4422 "
"160 ";"22 ";"3/8'' NPT ";"45 ";"28,5 ";"15,3 ";"32 ";"36 ";"GE-L-22-3/8''-NPT-SC ";"40,11 ";"L ";"4423 "
"160 ";"22 ";"1/2'' NPT ";"50 ";"33,5 ";"20,0 ";"32 ";"36 ";"GE-L-22-1/2''-NPT-SC ";"35,51 ";"L ";"4424 "
"160 ";"22 ";"3/4'' NPT ";"50 ";"33,5 ";"20,0 ";"32 ";"36 ";"GE-L-22-3/4''-NPT-SC ";"37,7 ";"L ";"4425 "
"160 ";"22 ";"1'' NPT ";"56 ";"39,5 ";"25,0 ";"36 ";"36 ";"GE-L-22-1''-NPT-SC ";"45,58 ";"L ";"4426 "
"160 ";"22 ";"1 1/4'' NPT ";"68 ";"46,5 ";"25,5 ";"46 ";"36 ";"GE-L-22-1 1/4''-NPT-SC ";"62,6 ";"L ";"4427 "
"160 ";"28 ";"1/2'' NPT ";"56 ";"35,0 ";"20,0 ";"41 ";"41 ";"GE-L-28-1/2''-NPT-SC ";"57,22 ";"L ";"4428 "
"160 ";"28 ";"3/4'' NPT ";"51 ";"34,5 ";"20,0 ";"41 ";"41 ";"GE-L-28-3/4''-NPT-SC ";"56,2 ";"L ";"4429 "
"160 ";"28 ";"1'' NPT ";"56 ";"39,5 ";"25,0 ";"41 ";"41 ";"GE-L-28-1''-NPT-SC ";"54,15 ";"L ";"4430 "
"160 ";"28 ";"1 1/4'' NPT ";"57 ";"41,5 ";"25,5 ";"46 ";"41 ";"GE-L-28-1 1/4''-NPT-SC ";"63,36 ";"L ";"4431 "
"160 ";"35 ";"3/4'' NPT ";"55 ";"35,5 ";"20,0 ";"46 ";"50 ";"GE-L-35-3/4''-NPT-SC ";"77,09 ";"L ";"4432 "
"160 ";"35 ";"1'' NPT ";"61 ";"39,5 ";"25,0 ";"46 ";"50 ";"GE-L-35-1''-NPT-SC ";"75,3 ";"L ";"4433 "
"160 ";"35 ";"1 1/4'' NPT ";"62 ";"40,5 ";"25,5 ";"46 ";"50 ";"GE-L-35-1 1/4''-NPT-SC ";"72,23 ";"L ";"4434 "
"160 ";"35 ";"1 1/2'' NPT ";"69 ";"42,5 ";"26,0 ";"55 ";"50 ";"GE-L-35-1 1/2''-NPT-SC ";"88,08 ";"L ";"4435 "
"160 ";"42 ";"1'' NPT ";"67 ";"40,5 ";"25,0 ";"55 ";"60 ";"GE-L-42-1''-NPT-SC ";"89,71 ";"L ";"4436 "
"160 ";"42 ";"1 1/4'' NPT ";"65 ";"42,0 ";"25,5 ";"55 ";"60 ";"GE-L-42-1 1/4''-NPT-SC ";"88,17 ";"L ";"4437 "
"160 ";"42 ";"1 1/2'' NPT ";"65 ";"42,0 ";"26,0 ";"55 ";"60 ";"GE-L-42-1 1/2''-NPT-SC ";"88,68 ";"L ";"4438 "
