"Druck  Pressure  PN";"Rohr A.D.  Tube O.D.  D1";"Gewinde  Thread  G";"Ca. Maﬂe  Approx. Dimensions  L2";"Ca. Maﬂe  Approx. Dimensions  L9";"Ca. Maﬂe  Approx. Dimensions  i";"Ca. Maﬂe  Approx. Dimensions  SW1";"Art.-Nr.";"Brutto preis";"Serie";"ID"
"400 ";"15 ";"M 16 x 1,5 ";"13,5 ";"32,5 ";"12 ";"24 ";"GE-L-15-M 16x1,5-wd-OMD ";"12,18 ";"L ";"4278 "
"400 ";"15 ";"M 18 x 1,5 ";"13,5 ";"32,5 ";"12 ";"24 ";"GE-L-15-M 18x1,5-wd-OMD ";"11,2 ";"L ";"4279 "
"400 ";"15 ";"M 22 x 1,5 ";"15,0 ";"36,0 ";"14 ";"27 ";"GE-L-15-M 22x1,5-wd-OMD ";"18,07 ";"L ";"4280 "
"400 ";"18 ";"M 18 x 1,5 ";"14,0 ";"33,5 ";"12 ";"27 ";"GE-L-18-M 18x1,5-wd-OMD ";"15,25 ";"L ";"4281 "
"400 ";"18 ";"M 22 x 1,5 ";"14,5 ";"36,0 ";"14 ";"27 ";"GE-L-18-M 22x1,5-wd-OMD ";"14,08 ";"L ";"4282 "
"250 ";"18 ";"M 26 x 1,5 ";"14,5 ";"38,0 ";"16 ";"32 ";"GE-L-18-M 26x1,5-wd-OMD ";"";"L ";"4283 "
"250 ";"22 ";"M 22 x 1,5 ";"17,5 ";"38,0 ";"14 ";"32 ";"GE-L-22-M 22x1,5-wd-OMD ";"25,19 ";"L ";"4284 "
"250 ";"22 ";"M 26 x 1,5 ";"16,5 ";"40,0 ";"16 ";"32 ";"GE-L-22-M 26x1,5-wd-OMD ";"20,62 ";"L ";"4285 "
"250 ";"28 ";"M 33 x 2 ";"17,5 ";"43,0 ";"18 ";"41 ";"GE-L-28-M 33x2-wd-OMD ";"30,53 ";"L ";"4286 "
"250 ";"35 ";"M 42 x 2 ";"17,5 ";"";"20 ";"50 ";"GE-L-35-M 42x2-wd-OMD ";"33,34 ";"L ";"4287 "
"250 ";"42 ";"M 48 x 2 ";"19,0 ";"52,0 ";"22 ";"55 ";"GE-L-42-M 48x2-wd-OMD ";"49,26 ";"L ";"4288 "
"100 ";"8 ";"M 10 x 1 ";"9,0 ";"22,5 ";"8 ";"14 ";"GE-LL-08-M 10x1-wd-OMD ";"10,3 ";"LL ";"12151 "
