"Druck  Pressure  PN";"Rohr A.D.  Tube O.D.  D1";"Gewinde  Thread  G";"Ca. Maﬂe  Approx. Dimensions  L1";"Ca. Maﬂe  Approx. Dimensions  L2";"Ca. Maﬂe  Approx. Dimensions  i";"    SW1";"Ca. Maﬂe  Approx. Dimensions  SW3";"Art.-Nr.";"Brutto preis";"Serie";"ID"
"315 ";"12 ";"G 1/8'' ";"29,0 ";"11,0 ";"8 ";"19 ";"22 ";"GE-LR-12-G 1/8''-SC ";"13,21 ";"L ";"3561 "
"315 ";"12 ";"G 1/4'' ";"30,0 ";"12,0 ";"12 ";"19 ";"22 ";"GE-LR-12-G 1/4''-SC ";"13,55 ";"L ";"3562 "
"315 ";"12 ";"G 3/8'' ";"27,0 ";"12,5 ";"12 ";"22 ";"22 ";"GE-LR-12-G 3/8''-SC ";"10,76 ";"L ";"3563 "
"315 ";"12 ";"G 1/2'' ";"31,0 ";"13,0 ";"14 ";"27 ";"22 ";"GE-LR-12-G 1/2''-SC ";"17,23 ";"L ";"3564 "
"315 ";"12 ";"G 3/4'' ";"31,0 ";"14,0 ";"16 ";"32 ";"22 ";"GE-LR-12-G 3/4''-SC ";"20,6 ";"L ";"3565 "
"315 ";"15 ";"G 1/4'' ";"32,0 ";"13,0 ";"12 ";"24 ";"27 ";"GE-LR-15-G 1/4''-SC ";"17,95 ";"L ";"3566 "
"315 ";"15 ";"G 3/8'' ";"31,0 ";"13,5 ";"12 ";"24 ";"27 ";"GE-LR-15-G 3/8''-SC ";"17,39 ";"L ";"3567 "
"315 ";"15 ";"G 1/2'' ";"29,0 ";"14,0 ";"14 ";"27 ";"27 ";"GE-LR-15-G 1/2''-SC ";"15,96 ";"L ";"3568 "
"315 ";"15 ";"G 3/4'' ";"32,5 ";"15,0 ";"16 ";"32 ";"27 ";"GE-LR-15-G 3/4''-SC ";"26,13 ";"L ";"3569 "
"315 ";"15 ";"G 1'' ";"33,0 ";"16,0 ";"18 ";"41 ";"27 ";"GE-LR-15-G 1''-SC ";"92,55 ";"L ";"3570 "
"315 ";"18 ";"G 3/8'' ";"31,0 ";"12,5 ";"12 ";"27 ";"32 ";"GE-LR-18-G 3/8''-SC ";"23,01 ";"L ";"3571 "
"315 ";"18 ";"G 1/2'' ";"31,0 ";"14,5 ";"14 ";"27 ";"32 ";"GE-LR-18-G 1/2''-SC ";"20,97 ";"L ";"3572 "
"315 ";"18 ";"G 3/4'' ";"34,0 ";"14,5 ";"16 ";"32 ";"32 ";"GE-LR-18-G 3/4''-SC ";"30,12 ";"L ";"3573 "
"315 ";"18 ";"G 1'' ";"35,5 ";"16,5 ";"18 ";"41 ";"32 ";"GE-LR-18-G 1''-SC ";"39,48 ";"L ";"3574 "
"160 ";"22 ";"G 3/8'' ";"49,0 ";"16,0 ";"12 ";"32 ";"36 ";"GE-LR-22-G 3/8''-SC ";"31,36 ";"L ";"3575 "
"160 ";"22 ";"G 1/2'' ";"37,0 ";"16,5 ";"14 ";"32 ";"36 ";"GE-LR-22-G 1/2''-SC ";"30,75 ";"L ";"3576 "
"160 ";"22 ";"G 3/4'' ";"33,0 ";"16,5 ";"16 ";"32 ";"36 ";"GE-LR-22-G 3/4''-SC ";"27,79 ";"L ";"3577 "
"160 ";"22 ";"G 1'' ";"38,0 ";"17,5 ";"18 ";"41 ";"36 ";"GE-LR-22-G 1''-SC ";"40,11 ";"L ";"3578 "
"160 ";"22 ";"G 1 1/4'' ";"38,0 ";"18,5 ";"20 ";"50 ";"36 ";"GE-LR-22-G 1 1/4''-SC ";"46,5 ";"L ";"3579 "
"160 ";"28 ";"G 1/2'' ";"39,0 ";"17,5 ";"14 ";"41 ";"41 ";"GE-LR-28-G 1/2''-SC ";"45,51 ";"L ";"3580 "
"160 ";"28 ";"G 3/4'' ";"38,0 ";"17,5 ";"16 ";"41 ";"41 ";"GE-LR-28-G 3/4''-SC ";"44,11 ";"L ";"3581 "
"160 ";"28 ";"G 1'' ";"39,0 ";"17,5 ";"18 ";"41 ";"41 ";"GE-LR-28-G 1''-SC ";"43,82 ";"L ";"3582 "
"160 ";"28 ";"G 1 1/4'' ";"40,0 ";"18,5 ";"20 ";"50 ";"41 ";"GE-LR-28-G 1 1/4''-SC ";"46,94 ";"L ";"3583 "
"160 ";"28 ";"G 1 1/2'' ";"43,0 ";"20,5 ";"22 ";"55 ";"41 ";"GE-LR-28-G 1 1/2''-SC ";"52 ";"L ";"3584 "
"160 ";"35 ";"G 3/4'' ";"42,0 ";"18,5 ";"16 ";"46 ";"50 ";"GE-LR-35-G 3/4''-SC ";"54,34 ";"L ";"3585 "
"160 ";"35 ";"G 1'' ";"42,0 ";"17,5 ";"18 ";"46 ";"50 ";"GE-LR-35-G 1''-SC ";"52,8 ";"L ";"3586 "
"160 ";"35 ";"G 1 1/4'' ";"39,0 ";"17,5 ";"20 ";"50 ";"50 ";"GE-LR-35-G 1 1/4''-SC ";"57,41 ";"L ";"3587 "
"160 ";"35 ";"G 1 1/2'' ";"44,0 ";"19,5 ";"22 ";"55 ";"50 ";"GE-LR-35-G 1 1/2''-SC ";"65,08 ";"L ";"3588 "
"160 ";"42 ";"G 1'' ";"47,0 ";"19,0 ";"18 ";"55 ";"60 ";"GE-LR-42-G 1''-SC ";"81,01 ";"L ";"3589 "
"160 ";"42 ";"G 1 1/4'' ";"47,0 ";"19,0 ";"20 ";"55 ";"60 ";"GE-LR-42-G 1 1/4''-SC ";"78,46 ";"L ";"3590 "
"160 ";"42 ";"G 1 1/2'' ";"47,0 ";"19,0 ";"22 ";"55 ";"60 ";"GE-LR-42-G 1 1/2''-SC ";"75,9 ";"L ";"3591 "
"160 ";"42 ";"G 2'' ";"48,0 ";"21,0 ";"23 ";"70 ";"60 ";"GE-LR-42-G 2''-SC ";"";"L ";"3592 "
