"Druck  Pressure  PN";"Rohr A.D.  Tube O.D.  D1";"Gewinde  Thread  G";"Ca. Maﬂe  Approx. Dimensions  L1";"Ca. Maﬂe  Approx. Dimensions  L2";"Ca. Maﬂe  Approx. Dimensions  i";"    SW1";"Ca. Maﬂe  Approx. Dimensions  SW3";"Art.-Nr.";"Brutto preis";"Serie";"ID"
"315 ";"6 ";"G 1/8'' ";"23,0 ";"8,5 ";"8 ";"14 ";"14 ";"GE-LR-06-G 1/8''-SC ";"6,2 ";"L ";"3548 "
"315 ";"6 ";"G 1/4'' ";"27,0 ";"9,0 ";"12 ";"19 ";"14 ";"GE-LR-06-G 1/4''-SC ";"10,44 ";"L ";"3549 "
"315 ";"6 ";"G 3/8'' ";"27,0 ";"11,5 ";"12 ";"22 ";"14 ";"GE-LR-06-G 3/8''-SC ";"14,89 ";"L ";"3550 "
"315 ";"6 ";"G 1/2'' ";"29,0 ";"12,0 ";"14 ";"27 ";"14 ";"GE-LR-06-G 1/2''-SC ";"16,17 ";"L ";"3551 "
"315 ";"8 ";"G 1/8'' ";"26,0 ";"9,5 ";"8 ";"14 ";"17 ";"GE-LR-08-G 1/8''-SC ";"8,77 ";"L ";"3552 "
"315 ";"8 ";"G 1/4'' ";"25,0 ";"10,0 ";"12 ";"19 ";"17 ";"GE-LR-08-G 1/4''-SC ";"7,9 ";"L ";"3553 "
"315 ";"8 ";"G 3/8'' ";"28,5 ";"11,5 ";"12 ";"22 ";"17 ";"GE-LR-08-G 3/8''-SC ";"11,82 ";"L ";"3554 "
"315 ";"8 ";"G 1/2'' ";"28,5 ";"13,0 ";"14 ";"27 ";"17 ";"GE-LR-08-G 1/2''-SC ";"15,01 ";"L ";"3555 "
"315 ";"10 ";"G 1/8'' ";"27,5 ";"11,0 ";"8 ";"17 ";"19 ";"GE-LR-10-G 1/8''-SC ";"9,44 ";"L ";"3556 "
"315 ";"10 ";"G 1/4'' ";"26,0 ";"11,0 ";"12 ";"19 ";"19 ";"GE-LR-10-G 1/4''-SC ";"8,83 ";"L ";"3557 "
"315 ";"10 ";"G 3/8'' ";"30,5 ";"12,5 ";"12 ";"22 ";"19 ";"GE-LR-10-G 3/8''-SC ";"13,2 ";"L ";"3558 "
"315 ";"10 ";"G 1/2'' ";"32,5 ";"13,0 ";"14 ";"27 ";"19 ";"GE-LR-10-G 1/2''-SC ";"16,29 ";"L ";"3559 "
"315 ";"10 ";"G 3/4'' ";"30,5 ";"14,0 ";"16 ";"32 ";"19 ";"GE-LR-10-G 3/4''-SC ";"20,13 ";"L ";"3560 "
