"Schlauch  Hose  DN";"DN  Bore  in.";"Gewinde  Thread  G";"Ca. Maﬂe  Approx. Dimensions  A";"Ca. Maﬂe  Approx. Dimensions  C";"Ca. Maﬂe  Approx. Dimensions  SW";"Art.-Nr.";"Brutto preis";"Serie";"ID"
"06 ";"1/4'' ";"1/4''-19 ";"18,5 ";"4,0 ";"17 ";"PL-DKR-1/4''-DN 06 ";"19,25 ";"";"1062 "
"10 ";"3/8'' ";"3/8''-19 ";"17,0 ";"7,0 ";"19 ";"PL-DKR-3/8''-DN 10 ";"22,25 ";"";"1063 "
"12 ";"1/2'' ";"1/2''-14 ";"18,5 ";"10,0 ";"27 ";"PL-DKR-1/2''-DN 12 ";"26,15 ";"";"1064 "
"19 ";"3/4'' ";"3/4''-14 ";"20,5 ";"15,0 ";"32 ";"PL-DKR-3/4''-DN 19 ";"40,75 ";"";"1065 "
"25 ";"1'' ";"1''-11 ";"20,5 ";"21,0 ";"41 ";"PL-DKR-1''-DN 25 ";"58,75 ";"";"1066 "
